,Ticker,Date,Instrument,Total Debt,Total Assets,Leverage
25,OREP.PA,2022-06-30,OREP.PA,6300400000,43013400000.0,0.14647528444624233
26,OREP.PA,2022-09-30,OREP.PA,6300400000,43013400000.0,0.14647528444624233
27,OREP.PA,2022-12-31,OREP.PA,6300400000,43013400000.0,0.14647528444624233
28,OREP.PA,2023-03-31,OREP.PA,5650900000,46844200000.0,0.12063179646573108
29,OREP.PA,2023-06-30,OREP.PA,5650900000,46844200000.0,0.12063179646573108
30,OREP.PA,2023-09-30,OREP.PA,5650900000,46844200000.0,0.12063179646573108
31,OREP.PA,2023-12-31,OREP.PA,5650900000,46844200000.0,0.12063179646573108
32,OREP.PA,2024-03-31,OREP.PA,8692200000,51855100000.0,0.16762478521881166
33,OREP.PA,2024-06-30,OREP.PA,8692200000,51855100000.0,0.16762478521881166
34,OREP.PA,2024-09-30,OREP.PA,8692200000,51855100000.0,0.16762478521881166
35,OREP.PA,2024-12-31,OREP.PA,8692200000,51855100000.0,0.16762478521881166
36,BATS.L,2022-03-31,BATS.L,39198000000,137365000000.0,0.28535653186765186
37,BATS.L,2022-06-30,BATS.L,39198000000,137365000000.0,0.28535653186765186
38,BATS.L,2022-09-30,BATS.L,39198000000,137365000000.0,0.28535653186765186
39,BATS.L,2022-12-31,BATS.L,39198000000,137365000000.0,0.28535653186765186
40,BATS.L,2023-03-31,BATS.L,42615000000,153546000000.0,0.2775389785471455
41,BATS.L,2023-06-30,BATS.L,42615000000,153546000000.0,0.2775389785471455
42,BATS.L,2023-09-30,BATS.L,42615000000,153546000000.0,0.2775389785471455
43,BATS.L,2023-12-31,BATS.L,42615000000,153546000000.0,0.2775389785471455
44,BATS.L,2024-03-31,BATS.L,39157000000,118716000000.0,0.329837595606321
45,BATS.L,2024-06-30,BATS.L,39157000000,118716000000.0,0.329837595606321
46,BATS.L,2024-09-30,BATS.L,39157000000,118716000000.0,0.329837595606321
47,BATS.L,2024-12-31,BATS.L,39157000000,118716000000.0,0.329837595606321
48,DGE.L,2022-03-31,DGE.L,20865018450,44181576836.9238,0.47225608372950856
49,DGE.L,2022-06-30,DGE.L,20865018450,44181576836.9238,0.47225608372950856
50,DGE.L,2022-09-30,DGE.L,20082547035,44457972143.7616,0.45171981686569146
51,DGE.L,2022-12-31,DGE.L,20082547035,44457972143.7616,0.45171981686569146
52,DGE.L,2023-03-31,DGE.L,20082547035,44457972143.7616,0.45171981686569146
53,DGE.L,2023-06-30,DGE.L,20082547035,44457972143.7616,0.45171981686569146
54,DGE.L,2023-09-30,DGE.L,21355000000,44883000000.0,0.47579261635808656
55,DGE.L,2023-12-31,DGE.L,21355000000,44883000000.0,0.47579261635808656
56,DGE.L,2024-03-31,DGE.L,21355000000,44883000000.0,0.47579261635808656
57,DGE.L,2024-06-30,DGE.L,21355000000,44883000000.0,0.47579261635808656
58,DGE.L,2024-09-30,DGE.L,22105000000,45474000000.0,0.4861019483660993
59,DGE.L,2024-12-31,DGE.L,22105000000,45474000000.0,0.4861019483660993
60,ABI.BR,2022-03-31,ABI.BR,88830000000,217627000000.0,0.40817545617042
61,ABI.BR,2022-06-30,ABI.BR,88830000000,217627000000.0,0.40817545617042
62,ABI.BR,2022-09-30,ABI.BR,88830000000,217627000000.0,0.40817545617042
63,ABI.BR,2022-12-31,ABI.BR,88830000000,217627000000.0,0.40817545617042
64,ABI.BR,2023-03-31,ABI.BR,79992000000,212943000000.0,0.37564982178329415
65,ABI.BR,2023-06-30,ABI.BR,79992000000,212943000000.0,0.37564982178329415
66,ABI.BR,2023-09-30,ABI.BR,79992000000,212943000000.0,0.37564982178329415
67,ABI.BR,2023-12-31,ABI.BR,79992000000,212943000000.0,0.37564982178329415
68,ABI.BR,2024-03-31,ABI.BR,78167000000,219340000000.0,0.35637366645390717
69,ABI.BR,2024-06-30,ABI.BR,78167000000,219340000000.0,0.35637366645390717
70,ABI.BR,2024-09-30,ABI.BR,78167000000,219340000000.0,0.35637366645390717
71,ABI.BR,2024-12-31,ABI.BR,78167000000,219340000000.0,0.35637366645390717
72,DANO.PA,2022-03-31,DANO.PA,16208000000,45420000000.0,0.35684720387494495
73,DANO.PA,2022-06-30,DANO.PA,16208000000,45420000000.0,0.35684720387494495
74,DANO.PA,2022-09-30,DANO.PA,16208000000,45420000000.0,0.35684720387494495
75,DANO.PA,2022-12-31,DANO.PA,16208000000,45420000000.0,0.35684720387494495
76,DANO.PA,2023-03-31,DANO.PA,14163000000,45281000000.0,0.31278019478368413
77,DANO.PA,2023-06-30,DANO.PA,14163000000,45281000000.0,0.31278019478368413
78,DANO.PA,2023-09-30,DANO.PA,14163000000,45281000000.0,0.31278019478368413
79,DANO.PA,2023-12-31,DANO.PA,14163000000,45281000000.0,0.31278019478368413
80,DANO.PA,2024-03-31,DANO.PA,15600000000,44486000000.0,0.3506721215663355
81,DANO.PA,2024-06-30,DANO.PA,15600000000,44486000000.0,0.3506721215663355
82,DANO.PA,2024-09-30,DANO.PA,15600000000,44486000000.0,0.3506721215663355
83,DANO.PA,2024-12-31,DANO.PA,15600000000,44486000000.0,0.3506721215663355
84,RKT.L,2022-03-31,RKT.L,9563000000,26946000000.0,0.3548949751354561
85,RKT.L,2022-06-30,RKT.L,9563000000,26946000000.0,0.3548949751354561
86,RKT.L,2022-09-30,RKT.L,9563000000,26946000000.0,0.3548949751354561
87,RKT.L,2022-12-31,RKT.L,9563000000,26946000000.0,0.3548949751354561
88,RKT.L,2023-03-31,RKT.L,8884000000,28742000000.0,0.30909470461345767
89,RKT.L,2023-06-30,RKT.L,8884000000,28742000000.0,0.30909470461345767
90,RKT.L,2023-09-30,RKT.L,8884000000,28742000000.0,0.30909470461345767
91,RKT.L,2023-12-31,RKT.L,8884000000,28742000000.0,0.30909470461345767
92,RKT.L,2024-03-31,RKT.L,8537000000,27136000000.0,0.31460053066037735
93,RKT.L,2024-06-30,RKT.L,8537000000,27136000000.0,0.31460053066037735
94,RKT.L,2024-09-30,RKT.L,8537000000,27136000000.0,0.31460053066037735
95,RKT.L,2024-12-31,RKT.L,8537000000,27136000000.0,0.31460053066037735
96,TSCO.L,2022-03-31,TSCO.L,15670000000,45512000000.0,0.34430479873439973
97,TSCO.L,2022-06-30,TSCO.L,15357000000,49351000000.0,0.31117910478004496
98,TSCO.L,2022-09-30,TSCO.L,15357000000,49351000000.0,0.31117910478004496
99,TSCO.L,2022-12-31,TSCO.L,15357000000,49351000000.0,0.31117910478004496
100,TSCO.L,2023-03-31,TSCO.L,15357000000,49351000000.0,0.31117910478004496
101,TSCO.L,2023-06-30,TSCO.L,15078000000,45868000000.0,0.32872590913054855
102,TSCO.L,2023-09-30,TSCO.L,15078000000,45868000000.0,0.32872590913054855
103,TSCO.L,2023-12-31,TSCO.L,15078000000,45868000000.0,0.32872590913054855
104,TSCO.L,2024-03-31,TSCO.L,15078000000,45868000000.0,0.32872590913054855
105,TSCO.L,2024-06-30,TSCO.L,14841000000,47039000000.0,0.315504156125768
106,TSCO.L,2024-09-30,TSCO.L,14841000000,47039000000.0,0.315504156125768
107,TSCO.L,2024-12-31,TSCO.L,14841000000,47039000000.0,0.315504156125768
108,AD.AS,2022-03-31,AD.AS,17089000000,45712000000.0,0.37384056702835144
109,AD.AS,2022-06-30,AD.AS,17089000000,45712000000.0,0.37384056702835144
110,AD.AS,2022-09-30,AD.AS,17089000000,45712000000.0,0.37384056702835144
111,AD.AS,2022-12-31,AD.AS,17089000000,45712000000.0,0.37384056702835144
112,AD.AS,2023-03-31,AD.AS,17640000000,48555000000.0,0.3632993512511585
113,AD.AS,2023-06-30,AD.AS,17640000000,48555000000.0,0.3632993512511585
114,AD.AS,2023-09-30,AD.AS,17640000000,48555000000.0,0.3632993512511585
115,AD.AS,2023-12-31,AD.AS,17640000000,48555000000.0,0.3632993512511585
116,AD.AS,2024-03-31,AD.AS,17767000000,47821000000.0,0.37153133560569623
117,AD.AS,2024-06-30,AD.AS,17767000000,47821000000.0,0.37153133560569623
118,AD.AS,2024-09-30,AD.AS,17767000000,47821000000.0,0.37153133560569623
119,AD.AS,2024-12-31,AD.AS,17767000000,47821000000.0,0.37153133560569623
120,IMB.L,2022-03-31,IMB.L,10073000000,29090000000.0,0.34627019594362324
121,IMB.L,2022-06-30,IMB.L,10073000000,29090000000.0,0.34627019594362324
122,IMB.L,2022-09-30,IMB.L,10073000000,29090000000.0,0.34627019594362324
123,IMB.L,2022-12-31,IMB.L,10255000000,30958000000.0,0.3312552490470961
124,IMB.L,2023-03-31,IMB.L,10255000000,30958000000.0,0.3312552490470961
125,IMB.L,2023-06-30,IMB.L,10255000000,30958000000.0,0.3312552490470961
126,IMB.L,2023-09-30,IMB.L,10255000000,30958000000.0,0.3312552490470961
127,IMB.L,2023-12-31,IMB.L,9730000000,29491000000.0,0.3299311654403038
128,IMB.L,2024-03-31,IMB.L,9730000000,29491000000.0,0.3299311654403038
129,IMB.L,2024-06-30,IMB.L,9730000000,29491000000.0,0.3299311654403038
130,IMB.L,2024-09-30,IMB.L,9730000000,29491000000.0,0.3299311654403038
131,IMB.L,2024-12-31,IMB.L,9083000000,27826000000.0,0.3264213325666643
132,PERP.PA,2022-03-31,PERP.PA,9595000000,32147000000.0,0.2984726413040097
133,PERP.PA,2022-06-30,PERP.PA,9595000000,32147000000.0,0.2984726413040097
134,PERP.PA,2022-09-30,PERP.PA,11172000000,36012000000.0,0.3102299233588804
135,PERP.PA,2022-12-31,PERP.PA,11172000000,36012000000.0,0.3102299233588804
136,PERP.PA,2023-03-31,PERP.PA,11172000000,36012000000.0,0.3102299233588804
137,PERP.PA,2023-06-30,PERP.PA,11172000000,36012000000.0,0.3102299233588804
138,PERP.PA,2023-09-30,PERP.PA,11870000000,37676000000.0,0.3150546767172736
139,PERP.PA,2023-12-31,PERP.PA,11870000000,37676000000.0,0.3150546767172736
140,PERP.PA,2024-03-31,PERP.PA,11870000000,37676000000.0,0.3150546767172736
141,PERP.PA,2024-06-30,PERP.PA,11870000000,37676000000.0,0.3150546767172736
142,PERP.PA,2024-09-30,PERP.PA,13618000000,39185000000.0,0.34753094296286846
143,PERP.PA,2024-12-31,PERP.PA,13618000000,39185000000.0,0.34753094296286846
144,ESSITYb.ST,2022-03-31,ESSITYb.ST,56895000000,175050000000.0,0.32502142245072835
145,ESSITYb.ST,2022-06-30,ESSITYb.ST,56895000000,175050000000.0,0.32502142245072835
146,ESSITYb.ST,2022-09-30,ESSITYb.ST,56895000000,175050000000.0,0.32502142245072835
147,ESSITYb.ST,2022-12-31,ESSITYb.ST,56895000000,175050000000.0,0.32502142245072835
148,ESSITYb.ST,2023-03-31,ESSITYb.ST,66592000000,210600000000.0,0.31620132953466284
149,ESSITYb.ST,2023-06-30,ESSITYb.ST,66592000000,210600000000.0,0.31620132953466284
150,ESSITYb.ST,2023-09-30,ESSITYb.ST,66592000000,210600000000.0,0.31620132953466284
151,ESSITYb.ST,2023-12-31,ESSITYb.ST,66592000000,210600000000.0,0.31620132953466284
152,ESSITYb.ST,2024-03-31,ESSITYb.ST,55875000000,202993000000.0,0.275255796997926
153,ESSITYb.ST,2024-06-30,ESSITYb.ST,55875000000,202993000000.0,0.275255796997926
154,ESSITYb.ST,2024-09-30,ESSITYb.ST,55875000000,202993000000.0,0.275255796997926
155,ESSITYb.ST,2024-12-31,ESSITYb.ST,55875000000,202993000000.0,0.275255796997926
156,HNKG_p.DE,2022-03-31,HNKG_p.DE,2838000000,32674000000.0,0.08685805227397932
157,HNKG_p.DE,2022-06-30,HNKG_p.DE,2838000000,32674000000.0,0.08685805227397932
158,HNKG_p.DE,2022-09-30,HNKG_p.DE,2838000000,32674000000.0,0.08685805227397932
159,HNKG_p.DE,2022-12-31,HNKG_p.DE,2838000000,32674000000.0,0.08685805227397932
160,HNKG_p.DE,2023-03-31,HNKG_p.DE,3587000000,33170000000.0,0.10813988543864939
161,HNKG_p.DE,2023-06-30,HNKG_p.DE,3587000000,33170000000.0,0.10813988543864939
162,HNKG_p.DE,2023-09-30,HNKG_p.DE,3587000000,33170000000.0,0.10813988543864939
163,HNKG_p.DE,2023-12-31,HNKG_p.DE,3587000000,33170000000.0,0.10813988543864939
164,HNKG_p.DE,2024-03-31,HNKG_p.DE,2892000000,31728000000.0,0.09114977307110439
165,HNKG_p.DE,2024-06-30,HNKG_p.DE,2892000000,31728000000.0,0.09114977307110439
166,HNKG_p.DE,2024-09-30,HNKG_p.DE,2892000000,31728000000.0,0.09114977307110439
167,HNKG_p.DE,2024-12-31,HNKG_p.DE,2892000000,31728000000.0,0.09114977307110439
168,BEIG.DE,2022-03-31,BEIG.DE,134000000,11299000000.0,0.011859456589078679
169,BEIG.DE,2022-06-30,BEIG.DE,134000000,11299000000.0,0.011859456589078679
170,BEIG.DE,2022-09-30,BEIG.DE,134000000,11299000000.0,0.011859456589078679
171,BEIG.DE,2022-12-31,BEIG.DE,134000000,11299000000.0,0.011859456589078679
172,BEIG.DE,2023-03-31,BEIG.DE,127000000,12348000000.0,0.010285066407515387
173,BEIG.DE,2023-06-30,BEIG.DE,127000000,12348000000.0,0.010285066407515387
174,BEIG.DE,2023-09-30,BEIG.DE,127000000,12348000000.0,0.010285066407515387
175,BEIG.DE,2023-12-31,BEIG.DE,127000000,12348000000.0,0.010285066407515387
176,BEIG.DE,2024-03-31,BEIG.DE,168000000,12629000000.0,0.013302715971177449
177,BEIG.DE,2024-06-30,BEIG.DE,168000000,12629000000.0,0.013302715971177449
178,BEIG.DE,2024-09-30,BEIG.DE,168000000,12629000000.0,0.013302715971177449
179,BEIG.DE,2024-12-31,BEIG.DE,168000000,12629000000.0,0.013302715971177449
180,LISN.S,2022-03-31,LISN.S,1482200000,8956100000.0,0.16549614229407889
181,LISN.S,2022-06-30,LISN.S,1482200000,8956100000.0,0.16549614229407889
182,LISN.S,2022-09-30,LISN.S,1482200000,8956100000.0,0.16549614229407889
183,LISN.S,2022-12-31,LISN.S,1482200000,8956100000.0,0.16549614229407889
184,LISN.S,2023-03-31,LISN.S,1436200000,7945100000.0,0.18076550326616406
185,LISN.S,2023-06-30,LISN.S,1436200000,7945100000.0,0.18076550326616406
186,LISN.S,2023-09-30,LISN.S,1436200000,7945100000.0,0.18076550326616406
187,LISN.S,2023-12-31,LISN.S,1436200000,7945100000.0,0.18076550326616406
188,LISN.S,2024-03-31,LISN.S,1405800000,7860000000.0,0.17885496183206107
189,LISN.S,2024-06-30,LISN.S,1405800000,7860000000.0,0.17885496183206107
190,LISN.S,2024-09-30,LISN.S,1405800000,7860000000.0,0.17885496183206107
191,LISN.S,2024-12-31,LISN.S,1405800000,7860000000.0,0.17885496183206107
192,LISP.S,2022-03-31,LISP.S,1482200000,8956100000.0,0.16549614229407889
193,LISP.S,2022-06-30,LISP.S,1482200000,8956100000.0,0.16549614229407889
194,LISP.S,2022-09-30,LISP.S,1482200000,8956100000.0,0.16549614229407889
195,LISP.S,2022-12-31,LISP.S,1482200000,8956100000.0,0.16549614229407889
196,LISP.S,2023-03-31,LISP.S,1436200000,7945100000.0,0.18076550326616406
197,LISP.S,2023-06-30,LISP.S,1436200000,7945100000.0,0.18076550326616406
198,LISP.S,2023-09-30,LISP.S,1436200000,7945100000.0,0.18076550326616406
199,LISP.S,2023-12-31,LISP.S,1436200000,7945100000.0,0.18076550326616406
200,LISP.S,2024-03-31,LISP.S,1405800000,7860000000.0,0.17885496183206107
201,LISP.S,2024-06-30,LISP.S,1405800000,7860000000.0,0.17885496183206107
202,LISP.S,2024-09-30,LISP.S,1405800000,7860000000.0,0.17885496183206107
203,LISP.S,2024-12-31,LISP.S,1405800000,7860000000.0,0.17885496183206107
204,CARLb.CO,2022-03-31,CARLb.CO,28922000000,126383000000.0,0.22884406921817016
205,CARLb.CO,2022-06-30,CARLb.CO,28922000000,126383000000.0,0.22884406921817016
206,CARLb.CO,2022-09-30,CARLb.CO,28922000000,126383000000.0,0.22884406921817016
207,CARLb.CO,2022-12-31,CARLb.CO,28922000000,126383000000.0,0.22884406921817016
208,CARLb.CO,2023-03-31,CARLb.CO,28646000000,115341000000.0,0.24835921311589115
209,CARLb.CO,2023-06-30,CARLb.CO,28646000000,115341000000.0,0.24835921311589115
210,CARLb.CO,2023-09-30,CARLb.CO,28646000000,115341000000.0,0.24835921311589115
211,CARLb.CO,2023-12-31,CARLb.CO,28646000000,115341000000.0,0.24835921311589115
212,CARLb.CO,2024-03-31,CARLb.CO,39101000000,111831000000.0,0.3496436587350556
213,CARLb.CO,2024-06-30,CARLb.CO,39101000000,111831000000.0,0.3496436587350556
214,CARLb.CO,2024-09-30,CARLb.CO,39101000000,111831000000.0,0.3496436587350556
215,CARLb.CO,2024-12-31,CARLb.CO,39101000000,111831000000.0,0.3496436587350556
216,HEIO.AS,2022-03-31,HEIO.AS,16873000000,48850000000.0,0.3454042988741044
217,HEIO.AS,2022-06-30,HEIO.AS,16873000000,48850000000.0,0.3454042988741044
218,HEIO.AS,2022-09-30,HEIO.AS,16873000000,48850000000.0,0.3454042988741044
219,HEIO.AS,2022-12-31,HEIO.AS,16873000000,48850000000.0,0.3454042988741044
220,HEIO.AS,2023-03-31,HEIO.AS,16377000000,52406000000.0,0.31250238522306606
221,HEIO.AS,2023-06-30,HEIO.AS,16377000000,52406000000.0,0.31250238522306606
222,HEIO.AS,2023-09-30,HEIO.AS,16377000000,52406000000.0,0.31250238522306606
223,HEIO.AS,2023-12-31,HEIO.AS,16377000000,52406000000.0,0.31250238522306606
224,HEIO.AS,2024-03-31,HEIO.AS,18238000000,54758000000.0,0.33306548814785053
225,HEIO.AS,2024-06-30,HEIO.AS,18238000000,54758000000.0,0.33306548814785053
226,HEIO.AS,2024-09-30,HEIO.AS,18238000000,54758000000.0,0.33306548814785053
227,HEIO.AS,2024-12-31,HEIO.AS,18238000000,54758000000.0,0.33306548814785053
228,MOWI.OL,2022-03-31,MOWI.OL,1877300000,6259500000.0,0.29991213355699337
229,MOWI.OL,2022-06-30,MOWI.OL,1877300000,6259500000.0,0.29991213355699337
230,MOWI.OL,2022-09-30,MOWI.OL,1877300000,6259500000.0,0.29991213355699337
231,MOWI.OL,2022-12-31,MOWI.OL,1877300000,6259500000.0,0.29991213355699337
232,MOWI.OL,2023-03-31,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
233,MOWI.OL,2023-06-30,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
234,MOWI.OL,2023-09-30,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
235,MOWI.OL,2023-12-31,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
236,MOWI.OL,2024-03-31,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
237,MOWI.OL,2024-06-30,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
238,MOWI.OL,2024-09-30,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
239,MOWI.OL,2024-12-31,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
240,MKS.L,2022-03-31,MKS.L,4047500000,8637400000.0,0.46860166253733765
241,MKS.L,2022-06-30,MKS.L,3761200000,9443400000.0,0.3982887519325667
242,MKS.L,2022-09-30,MKS.L,3761200000,9443400000.0,0.3982887519325667
243,MKS.L,2022-12-31,MKS.L,3761200000,9443400000.0,0.3982887519325667
244,MKS.L,2023-03-31,MKS.L,3761200000,9443400000.0,0.3982887519325667
245,MKS.L,2023-06-30,MKS.L,3586000000,9097800000.0,0.39416122579085056
246,MKS.L,2023-09-30,MKS.L,3586000000,9097800000.0,0.39416122579085056
247,MKS.L,2023-12-31,MKS.L,3586000000,9097800000.0,0.39416122579085056
248,MKS.L,2024-03-31,MKS.L,3586000000,9097800000.0,0.39416122579085056
249,MKS.L,2024-06-30,MKS.L,3103100000,8682200000.0,0.35740941236092233
250,MKS.L,2024-09-30,MKS.L,3103100000,8682200000.0,0.35740941236092233
251,MKS.L,2024-12-31,MKS.L,3103100000,8682200000.0,0.35740941236092233
252,CCH.L,2022-03-31,CCH.L,2937400000,8514300000.0,0.3449960654428432
253,CCH.L,2022-06-30,CCH.L,2937400000,8514300000.0,0.3449960654428432
254,CCH.L,2022-09-30,CCH.L,2937400000,8514300000.0,0.3449960654428432
255,CCH.L,2022-12-31,CCH.L,2937400000,8514300000.0,0.3449960654428432
256,CCH.L,2023-03-31,CCH.L,3419900000,9855700000.0,0.3469971691508467
257,CCH.L,2023-06-30,CCH.L,3419900000,9855700000.0,0.3469971691508467
258,CCH.L,2023-09-30,CCH.L,3419900000,9855700000.0,0.3469971691508467
259,CCH.L,2023-12-31,CCH.L,3419900000,9855700000.0,0.3469971691508467
260,CCH.L,2024-03-31,CCH.L,3424500000,9879600000.0,0.3466233450746994
261,CCH.L,2024-06-30,CCH.L,3424500000,9879600000.0,0.3466233450746994
262,CCH.L,2024-09-30,CCH.L,3424500000,9879600000.0,0.3466233450746994
263,CCH.L,2024-12-31,CCH.L,3424500000,9879600000.0,0.3466233450746994
264,HNKG.DE,2022-03-31,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
265,HNKG.DE,2022-06-30,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
266,HNKG.DE,2022-09-30,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
267,HNKG.DE,2022-12-31,HNKG.DE,2838000000,32674000000.0,0.08685805227397932
268,HNKG.DE,2023-03-31,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
269,HNKG.DE,2023-06-30,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
270,HNKG.DE,2023-09-30,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
271,HNKG.DE,2023-12-31,HNKG.DE,3587000000,33170000000.0,0.10813988543864939
272,HNKG.DE,2024-03-31,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
273,HNKG.DE,2024-06-30,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
274,HNKG.DE,2024-09-30,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
275,HNKG.DE,2024-12-31,HNKG.DE,2892000000,31728000000.0,0.09114977307110439
276,ABF.L,2022-03-31,ABF.L,3687000000,16895000000.0,0.2182302456348032
277,ABF.L,2022-06-30,ABF.L,3687000000,16895000000.0,0.2182302456348032
278,ABF.L,2022-09-30,ABF.L,3687000000,16895000000.0,0.2182302456348032
279,ABF.L,2022-12-31,ABF.L,3889000000,19775000000.0,0.19666245259165613
280,ABF.L,2023-03-31,ABF.L,3889000000,19775000000.0,0.19666245259165613
281,ABF.L,2023-06-30,ABF.L,3889000000,19775000000.0,0.19666245259165613
282,ABF.L,2023-09-30,ABF.L,3889000000,19775000000.0,0.19666245259165613
283,ABF.L,2023-12-31,ABF.L,3722000000,18844000000.0,0.19751645085969008
284,ABF.L,2024-03-31,ABF.L,3722000000,18844000000.0,0.19751645085969008
285,ABF.L,2024-06-30,ABF.L,3722000000,18844000000.0,0.19751645085969008
286,ABF.L,2024-09-30,ABF.L,3722000000,18844000000.0,0.19751645085969008
287,ABF.L,2024-12-31,ABF.L,3678000000,19014000000.0,0.19343641527295677
288,CARR.PA,2022-03-31,CARR.PA,15831000000,47668000000.0,0.3321095913401024
289,CARR.PA,2022-06-30,CARR.PA,15831000000,47668000000.0,0.3321095913401024
290,CARR.PA,2022-09-30,CARR.PA,15831000000,47668000000.0,0.3321095913401024
291,CARR.PA,2022-12-31,CARR.PA,15831000000,47668000000.0,0.3321095913401024
292,CARR.PA,2023-03-31,CARR.PA,19081000000,56558000000.0,0.3373704869337671
293,CARR.PA,2023-06-30,CARR.PA,19081000000,56558000000.0,0.3373704869337671
294,CARR.PA,2023-09-30,CARR.PA,19081000000,56558000000.0,0.3373704869337671
295,CARR.PA,2023-12-31,CARR.PA,19081000000,56558000000.0,0.3373704869337671
296,CARR.PA,2024-03-31,CARR.PA,20028000000,56171000000.0,0.3565540937494437
297,CARR.PA,2024-06-30,CARR.PA,20028000000,56171000000.0,0.3565540937494437
298,CARR.PA,2024-09-30,CARR.PA,20028000000,56171000000.0,0.3565540937494437
299,CARR.PA,2024-12-31,CARR.PA,20028000000,56171000000.0,0.3565540937494437
300,ORK.OL,2022-03-31,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
301,ORK.OL,2022-06-30,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
302,ORK.OL,2022-09-30,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
303,ORK.OL,2022-12-31,ORK.OL,14334000000,70564000000.0001,0.2031347429284051
304,ORK.OL,2023-03-31,ORK.OL,19102000000,80671000000.0,0.2367889328259226
305,ORK.OL,2023-06-30,ORK.OL,19102000000,80671000000.0,0.2367889328259226
306,ORK.OL,2023-09-30,ORK.OL,19102000000,80671000000.0,0.2367889328259226
307,ORK.OL,2023-12-31,ORK.OL,19102000000,80671000000.0,0.2367889328259226
308,ORK.OL,2024-03-31,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
309,ORK.OL,2024-06-30,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
310,ORK.OL,2024-09-30,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
311,ORK.OL,2024-12-31,ORK.OL,20774000000,86591999999.9999,0.23990668883961597
312,JMT.LS,2022-03-31,JMT.LS,2847000000,10368000000.0,0.2745949074074074
313,JMT.LS,2022-06-30,JMT.LS,2847000000,10368000000.0,0.2745949074074074
314,JMT.LS,2022-09-30,JMT.LS,2847000000,10368000000.0,0.2745949074074074
315,JMT.LS,2022-12-31,JMT.LS,2847000000,10368000000.0,0.2745949074074074
316,JMT.LS,2023-03-31,JMT.LS,3148000000,11845000000.0,0.265766146053187
