Date,Instrument,Total Debt,Total Assets,Leverage,Ticker
2022-04-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-04-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-04-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-04-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-04-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-05-31,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-06-30,NESN.S,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-07-31,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-08-31,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-09-30,NESN.S,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-10-31,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-11-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2022-12-31,NESN.S,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-11,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-12,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-13,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-14,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-15,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-16,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-17,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-18,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-19,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-20,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-21,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-22,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-23,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-24,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-25,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-26,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-27,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-28,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-29,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-30,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-01-31,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-01,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-02,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-03,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-04,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-05,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-06,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-07,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-08,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-09,,46574000000,139142000000.0,0.334722801167153,NESN.S
2023-02-10,,46574000000,139142000000.0,0.334722801167153,NESN.S
