,Company Name Full,date,Overall Maturity Score
0,Ahold,2023-01-01,0.00319952774498229
1,Ahold,2023-01-02,0.02025769684860594
2,Ahold,2023-01-03,0.03719099082735447
3,Ahold,2023-01-04,0.05092475706112069
4,Ahold,2023-01-05,0.05423358059053246
5,Ahold,2023-01-06,0.05423358059053246
6,Ahold,2023-01-07,0.05423358059053246
7,Ahold,2023-01-08,0.05423358059053246
8,Ahold,2023-01-09,0.05423358059053246
9,Ahold,2023-01-10,0.05495672108640023
10,Ahold,2023-01-11,0.07257441589159502
11,Ahold,2023-01-12,0.08146479022314583
12,Ahold,2023-01-13,0.0863349200932757
13,Ahold,2023-01-14,0.0863349200932757
14,Ahold,2023-01-15,0.0863349200932757
15,Ahold,2023-01-16,0.0863349200932757
16,Ahold,2023-01-17,0.0863349200932757
17,Ahold,2023-01-18,0.09451387349281734
18,Ahold,2023-01-19,0.10433096148503902
19,Ahold,2023-01-20,0.10433096148503902
20,Ahold,2023-01-21,0.10433096148503902
21,Ahold,2023-01-22,0.10433096148503902
22,Ahold,2023-01-23,0.11079029162857967
23,Ahold,2023-01-24,0.1330078468006803
24,Ahold,2023-01-25,0.1330078468006803
25,Ahold,2023-01-26,0.14569978721320895
26,Ahold,2023-01-27,0.14979069630411804
27,Ahold,2023-01-28,0.14979069630411804
28,Ahold,2023-01-29,0.14979069630411804
29,Ahold,2023-01-30,0.15358939760281934
30,Ahold,2023-01-31,0.15614621578463753
31,Ahold,2023-02-01,0.16101634565476738
32,Ahold,2023-02-02,0.16101634565476738
33,Ahold,2023-02-03,0.16101634565476738
34,Ahold,2023-02-04,0.16101634565476738
35,Ahold,2023-02-05,0.16101634565476738
36,Ahold,2023-02-06,0.1725220274729492
37,Ahold,2023-02-07,0.1725220274729492
38,Ahold,2023-02-08,0.1725220274729492
39,Ahold,2023-02-09,0.17583085100236095
40,Ahold,2023-02-10,0.17583085100236095
41,Ahold,2023-02-11,0.17583085100236095
42,Ahold,2023-02-12,0.17583085100236095
43,Ahold,2023-02-13,0.17583085100236095
44,Ahold,2023-02-14,0.17673994191145187
45,Ahold,2023-02-15,0.17673994191145187
46,Ahold,2023-02-16,0.18319927205499256
47,Ahold,2023-02-17,0.18319927205499256
48,Ahold,2023-02-18,0.18319927205499256
49,Ahold,2023-02-19,0.18319927205499256
50,Ahold,2023-02-20,0.18965860219853323
51,Ahold,2023-02-21,0.19296742572794498
52,Ahold,2023-02-22,0.19296742572794498
53,Ahold,2023-02-23,0.19296742572794498
54,Ahold,2023-02-24,0.19296742572794498
55,Ahold,2023-02-25,0.19296742572794498
56,Ahold,2023-02-26,0.19296742572794498
57,Ahold,2023-02-27,0.19296742572794498
58,Ahold,2023-02-28,0.19676612702664628
59,Ahold,2023-03-01,0.19676612702664628
60,Ahold,2023-03-02,0.19676612702664628
61,Ahold,2023-03-03,0.19676612702664628
62,Ahold,2023-03-04,0.19676612702664628
63,Ahold,2023-03-05,0.19676612702664628
64,Ahold,2023-03-06,0.19676612702664628
65,Ahold,2023-03-07,0.20056482832534758
66,Ahold,2023-03-08,0.20401524154848807
67,Ahold,2023-03-09,0.20401524154848807
68,Ahold,2023-03-10,0.20401524154848807
69,Ahold,2023-03-11,0.20401524154848807
70,Ahold,2023-03-12,0.20401524154848807
71,Ahold,2023-03-13,0.20781394284718938
72,Ahold,2023-03-14,0.20781394284718938
73,Ahold,2023-03-15,0.20781394284718938
74,Ahold,2023-03-16,0.20781394284718938
75,Ahold,2023-03-17,0.20781394284718938
76,Ahold,2023-03-18,0.20781394284718938
77,Ahold,2023-03-19,0.20781394284718938
78,Ahold,2023-03-20,0.20781394284718938
79,Ahold,2023-03-21,0.20826848830173483
80,Ahold,2023-03-22,0.20826848830173483
81,Ahold,2023-03-23,0.20826848830173483
82,Ahold,2023-03-24,0.20826848830173483
83,Ahold,2023-03-25,0.20826848830173483
84,Ahold,2023-03-26,0.20826848830173483
85,Ahold,2023-03-27,0.20826848830173483
86,Ahold,2023-03-28,0.20826848830173483
87,Ahold,2023-03-29,0.20826848830173483
88,Ahold,2023-03-30,0.20826848830173483
89,Ahold,2023-03-31,0.20826848830173483
90,Ahold,2023-04-01,0.20826848830173483
91,Ahold,2023-04-02,0.20826848830173483
92,Ahold,2023-04-03,0.20826848830173483
93,Ahold,2023-04-04,0.20826848830173483
94,Ahold,2023-04-05,0.20826848830173483
95,Ahold,2023-04-06,0.21206718960043613
96,Ahold,2023-04-07,0.21586589089913744
97,Ahold,2023-04-08,0.21586589089913744
98,Ahold,2023-04-09,0.21586589089913744
99,Ahold,2023-04-10,0.21586589089913744
100,Ahold,2023-04-11,0.21586589089913744
101,Ahold,2023-04-12,0.21586589089913744
102,Ahold,2023-04-13,0.21586589089913744
103,Ahold,2023-04-14,0.21586589089913744
104,Ahold,2023-04-15,0.21586589089913744
105,Ahold,2023-04-16,0.21586589089913744
106,Ahold,2023-04-17,0.21880706736972566
107,Ahold,2023-04-18,0.21880706736972566
108,Ahold,2023-04-19,0.21926161282427112
109,Ahold,2023-04-20,0.21962925988309465
110,Ahold,2023-04-21,0.22372016897400374
111,Ahold,2023-04-22,0.22372016897400374
112,Ahold,2023-04-23,0.22372016897400374
113,Ahold,2023-04-24,0.22372016897400374
114,Ahold,2023-04-25,0.22372016897400374
115,Ahold,2023-04-26,0.22372016897400374
116,Ahold,2023-04-27,0.22751887027270504
117,Ahold,2023-04-28,0.22751887027270504
118,Ahold,2023-04-29,0.22751887027270504
119,Ahold,2023-04-30,0.22751887027270504
120,Ahold,2023-05-01,0.22751887027270504
121,Ahold,2023-05-02,0.22751887027270504
122,Ahold,2023-05-03,0.22751887027270504
123,Ahold,2023-05-04,0.22751887027270504
124,Ahold,2023-05-05,0.22751887027270504
125,Ahold,2023-05-06,0.22751887027270504
126,Ahold,2023-05-07,0.22751887027270504
127,Ahold,2023-05-08,0.22751887027270504
128,Ahold,2023-05-09,0.27085749187837205
129,Ahold,2023-05-10,0.27085749187837205
130,Ahold,2023-05-11,0.27085749187837205
131,Ahold,2023-05-12,0.27085749187837205
132,Ahold,2023-05-13,0.27085749187837205
133,Ahold,2023-05-14,0.27085749187837205
134,Ahold,2023-05-15,0.27085749187837205
135,Ahold,2023-05-16,0.27085749187837205
136,Ahold,2023-05-17,0.27085749187837205
137,Ahold,2023-05-18,0.27085749187837205
138,Ahold,2023-05-19,0.27085749187837205
139,Ahold,2023-05-20,0.27085749187837205
140,Ahold,2023-05-21,0.27085749187837205
141,Ahold,2023-05-22,0.27085749187837205
142,Ahold,2023-05-23,0.27085749187837205
143,Ahold,2023-05-24,0.27085749187837205
144,Ahold,2023-05-25,0.27085749187837205
145,Ahold,2023-05-26,0.27085749187837205
146,Ahold,2023-05-27,0.27085749187837205
147,Ahold,2023-05-28,0.27085749187837205
148,Ahold,2023-05-29,0.27085749187837205
149,Ahold,2023-05-30,0.27085749187837205
150,Ahold,2023-05-31,0.2746561931770734
151,Ahold,2023-06-01,0.2746561931770734
152,Ahold,2023-06-02,0.2746561931770734
153,Ahold,2023-06-03,0.2746561931770734
154,Ahold,2023-06-04,0.2746561931770734
155,Ahold,2023-06-05,0.2796561931770734
156,Ahold,2023-06-06,0.2796561931770734
157,Ahold,2023-06-07,0.28611552332061413
158,Ahold,2023-06-08,0.290985653190744
159,Ahold,2023-06-09,0.290985653190744
160,Ahold,2023-06-10,0.290985653190744
161,Ahold,2023-06-11,0.290985653190744
162,Ahold,2023-06-12,0.290985653190744
163,Ahold,2023-06-13,0.290985653190744
164,Ahold,2023-06-14,0.2986561077361985
165,Ahold,2023-06-15,0.2986561077361985
166,Ahold,2023-06-16,0.2986561077361985
167,Ahold,2023-06-17,0.2986561077361985
168,Ahold,2023-06-18,0.2986561077361985
169,Ahold,2023-06-19,0.2986561077361985
170,Ahold,2023-06-20,0.2986561077361985
171,Ahold,2023-06-21,0.2986561077361985
172,Ahold,2023-06-22,0.2986561077361985
173,Ahold,2023-06-23,0.2986561077361985
174,Ahold,2023-06-24,0.2986561077361985
175,Ahold,2023-06-25,0.2986561077361985
176,Ahold,2023-06-26,0.2986561077361985
177,Ahold,2023-06-27,0.2986561077361985
178,Ahold,2023-06-28,0.2986561077361985
179,Ahold,2023-06-29,0.30511543787973916
180,Ahold,2023-06-30,0.30511543787973916
181,Ahold,2023-07-01,0.30511543787973916
182,Ahold,2023-07-02,0.30511543787973916
183,Ahold,2023-07-03,0.30511543787973916
184,Ahold,2023-07-04,0.30511543787973916
185,Ahold,2023-07-05,0.30511543787973916
186,Ahold,2023-07-06,0.30511543787973916
187,Ahold,2023-07-07,0.30511543787973916
188,Ahold,2023-07-08,0.30511543787973916
189,Ahold,2023-07-09,0.30511543787973916
190,Ahold,2023-07-10,0.30511543787973916
191,Ahold,2023-07-11,0.30511543787973916
192,Ahold,2023-07-12,0.30511543787973916
193,Ahold,2023-07-13,0.30511543787973916
194,Ahold,2023-07-14,0.30511543787973916
195,Ahold,2023-07-15,0.30511543787973916
196,Ahold,2023-07-16,0.30511543787973916
197,Ahold,2023-07-17,0.30511543787973916
198,Ahold,2023-07-18,0.3055699833342846
199,Ahold,2023-07-19,0.3055699833342846
200,Ahold,2023-07-20,0.3055699833342846
201,Ahold,2023-07-21,0.3055699833342846
202,Ahold,2023-07-22,0.3055699833342846
203,Ahold,2023-07-23,0.3055699833342846
204,Ahold,2023-07-24,0.3055699833342846
205,Ahold,2023-07-25,0.3055699833342846
206,Ahold,2023-07-26,0.3055699833342846
207,Ahold,2023-07-27,0.3055699833342846
208,Ahold,2023-07-28,0.3055699833342846
209,Ahold,2023-07-29,0.3055699833342846
210,Ahold,2023-07-30,0.3055699833342846
211,Ahold,2023-07-31,0.3055699833342846
212,Ahold,2023-08-01,0.3055699833342846
213,Ahold,2023-08-02,0.3055699833342846
214,Ahold,2023-08-03,0.3055699833342846
215,Ahold,2023-08-04,0.3055699833342846
216,Ahold,2023-08-05,0.3055699833342846
217,Ahold,2023-08-06,0.3055699833342846
218,Ahold,2023-08-07,0.3055699833342846
219,Ahold,2023-08-08,0.3055699833342846
220,Ahold,2023-08-09,0.3055699833342846
221,Ahold,2023-08-10,0.3055699833342846
222,Ahold,2023-08-11,0.3055699833342846
223,Ahold,2023-08-12,0.3055699833342846
224,Ahold,2023-08-13,0.3055699833342846
225,Ahold,2023-08-14,0.3055699833342846
226,Ahold,2023-08-15,0.3055699833342846
227,Ahold,2023-08-16,0.3055699833342846
228,Ahold,2023-08-17,0.3055699833342846
229,Ahold,2023-08-18,0.3055699833342846
230,Ahold,2023-08-19,0.3055699833342846
231,Ahold,2023-08-20,0.3055699833342846
232,Ahold,2023-08-21,0.3055699833342846
233,Ahold,2023-08-22,0.3055699833342846
234,Ahold,2023-08-23,0.31044011320441445
235,Ahold,2023-08-24,0.31044011320441445
236,Ahold,2023-08-25,0.31044011320441445
237,Ahold,2023-08-26,0.31044011320441445
238,Ahold,2023-08-27,0.31044011320441445
239,Ahold,2023-08-28,0.31044011320441445
240,Ahold,2023-08-29,0.31044011320441445
241,Ahold,2023-08-30,0.31044011320441445
