Ticker,Date,Instrument,Total Debt,Total Assets,Leverage
MOWI.OL,2022-06-30,MOWI.OL,1877300000,6259500000.0,0.29991213355699337
MOWI.OL,2022-09-30,MOWI.OL,1877300000,6259500000.0,0.29991213355699337
MOWI.OL,2022-12-31,MOWI.OL,1877300000,6259500000.0,0.29991213355699337
MOWI.OL,2023-03-31,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
MOWI.OL,2023-06-30,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
MOWI.OL,2023-09-30,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
MOWI.OL,2023-12-31,MOWI.OL,2400300000,7531300000.0,0.31870991727855746
MOWI.OL,2024-03-31,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
MOWI.OL,2024-06-30,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
MOWI.OL,2024-09-30,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
MOWI.OL,2024-12-31,MOWI.OL,2566900000,8239000000.0,0.31155480033984706
MKS.L,2022-03-31,MKS.L,4047500000,8637400000.0,0.46860166253733765
MKS.L,2022-06-30,MKS.L,3761200000,9443400000.0,0.3982887519325667
MKS.L,2022-09-30,MKS.L,3761200000,9443400000.0,0.3982887519325667
MKS.L,2022-12-31,MKS.L,3761200000,9443400000.0,0.3982887519325667
MKS.L,2023-03-31,MKS.L,3761200000,9443400000.0,0.3982887519325667
MKS.L,2023-06-30,MKS.L,3586000000,9097800000.0,0.39416122579085056
MKS.L,2023-09-30,MKS.L,3586000000,9097800000.0,0.39416122579085056
MKS.L,2023-12-31,MKS.L,3586000000,9097800000.0,0.39416122579085056
MKS.L,2024-03-31,MKS.L,3586000000,9097800000.0,0.39416122579085056
MKS.L,2024-06-30,MKS.L,3103100000,8682200000.0,0.35740941236092233
MKS.L,2024-09-30,MKS.L,3103100000,8682200000.0,0.35740941236092233
MKS.L,2024-12-31,MKS.L,3103100000,8682200000.0,0.35740941236092233
CCH.L,2022-03-31,CCH.L,2937400000,8514300000.0,0.3449960654428432
