Instrument,Price To Book Value Per Share (Daily Time Series Ratio),Date
DGE.L,11.162259835729,2022-08-14
DGE.L,11.2425789068535,2022-08-21
DGE.L,10.7872419427982,2022-08-28
DGE.L,10.4411101311258,2022-09-04
DGE.L,10.5609823233127,2022-09-11
DGE.L,10.2590824922666,2022-09-18
DGE.L,9.82699690593835,2022-09-25
DGE.L,10.1731473503796,2022-10-02
DGE.L,9.9336299209745,2022-10-09
DGE.L,9.83232833174547,2022-10-16
DGE.L,9.71253408748869,2022-10-23
DGE.L,9.90472661605115,2022-10-30
DGE.L,10.0701837541991,2022-11-06
DGE.L,10.2813990617433,2022-11-13
DGE.L,10.4808174846988,2022-11-20
DGE.L,10.9221379116795,2022-11-27
DGE.L,11.3464966533324,2022-12-04
DGE.L,11.0110727994473,2022-12-11
DGE.L,10.5609557154295,2022-12-18
DGE.L,10.5576632349075,2022-12-25
DGE.L,10.5990230766591,2023-01-01
DGE.L,10.5845062371186,2023-01-08
DGE.L,10.7985964862671,2023-01-15
DGE.L,10.9460733216994,2023-01-22
DGE.L,9.71842301859185,2023-01-29
DGE.L,9.87923438479966,2023-02-05
DGE.L,9.63093523439426,2023-02-12
DGE.L,9.81652859951773,2023-02-19
DGE.L,9.86544006997824,2023-02-26
DGE.L,9.86479693184653,2023-03-05
DGE.L,9.64553269168606,2023-03-12
DGE.L,9.69219608217469,2023-03-19
DGE.L,10.0834703574788,2023-03-26
DGE.L,10.2107882799319,2023-04-02
DGE.L,10.4994526533317,2023-04-09
DGE.L,10.4589432918831,2023-04-16
DGE.L,10.7081655818324,2023-04-23
DGE.L,10.4316467294785,2023-04-30
DGE.L,10.6293266940301,2023-05-07
DGE.L,10.0865627234234,2023-05-14
DGE.L,10.1145045688456,2023-05-21
DGE.L,9.8909776137657,2023-05-28
DGE.L,9.617307411342,2023-06-04
DGE.L,9.56101904486829,2023-06-11
DGE.L,9.84956874380252,2023-06-18
DGE.L,9.62392444260032,2023-06-25
DGE.L,9.83403215082255,2023-07-02
DGE.L,9.61563075706616,2023-07-09
DGE.L,10.0726685188392,2023-07-16
DGE.L,10.1231176521092,2023-07-23
DGE.L,10.1074401029028,2023-07-30
DGE.L,9.64044416271778,2023-08-06
DGE.L,9.66884865192262,2023-08-13
DGE.L,9.42021302930956,2023-08-20
DGE.L,9.32847817416047,2023-08-27
DGE.L,9.14370556308108,2023-09-03
DGE.L,9.05367144416403,2023-09-10
DGE.L,8.89229394566557,2023-09-17
DGE.L,8.76029309845667,2023-09-24
DGE.L,8.40015960904558,2023-10-01
DGE.L,8.45610660906996,2023-10-08
DGE.L,8.39733415961644,2023-10-15
DGE.L,8.53609827359328,2023-10-22
DGE.L,8.32366722510111,2023-10-29
DGE.L,8.97002730378757,2023-11-05
DGE.L,7.90682891509053,2023-11-12
DGE.L,7.94695863225225,2023-11-19
DGE.L,8.07898145822611,2023-11-26
DGE.L,8.11809626619656,2023-12-03
DGE.L,8.05663040290648,2023-12-10
DGE.L,8.15249785905974,2023-12-17
DGE.L,8.19160885667526,2023-12-24
DGE.L,8.25216982880534,2023-12-31
DGE.L,7.98110574956742,2024-01-07
DGE.L,8.12031174811854,2024-01-14
DGE.L,7.82837017430993,2024-01-21
DGE.L,8.21448209639132,2024-01-28
DGE.L,8.47464595966759,2024-02-04
DGE.L,8.36057917818813,2024-02-11
DGE.L,8.42727862037922,2024-02-18
DGE.L,8.65093516830474,2024-02-25
DGE.L,8.56619910701973,2024-03-03
DGE.L,8.44335422883174,2024-03-10
DGE.L,8.4619705334439,2024-03-17
DGE.L,8.35299349821343,2024-03-24
DGE.L,8.43757201082666,2024-03-31
DGE.L,8.22751540817119,2024-04-07
DGE.L,7.92010109887721,2024-04-14
DGE.L,8.01824494412903,2024-04-21
DGE.L,7.92209843706915,2024-04-28
DGE.L,7.82226085536366,2024-05-05
DGE.L,8.15405295174334,2024-05-12
DGE.L,8.12639027421292,2024-05-19
DGE.L,7.8396383097624,2024-05-26
DGE.L,7.65710818308365,2024-06-02
DGE.L,7.76111406489199,2024-06-09
DGE.L,7.47358933351624,2024-06-16
DGE.L,7.44886971679215,2024-06-23
DGE.L,7.19152108167672,2024-06-30
DGE.L,7.38397633816913,2024-07-07
DGE.L,7.53906229373974,2024-07-14
DGE.L,7.35204458878701,2024-07-21
DGE.L,7.54585888291904,2024-07-28
DGE.L,6.7404000812743,2024-08-04
DGE.L,6.85113699245826,2024-08-11
DGE.L,7.11373031589258,2024-08-18
DGE.L,7.39822091935917,2024-08-25
DGE.L,7.18178301185629,2024-09-01
DGE.L,6.96963962194067,2024-09-08
DGE.L,7.17235603995903,2024-09-15
DGE.L,7.35340233399837,2024-09-22
DGE.L,7.8510701085429,2024-09-29
DGE.L,7.54493141329742,2024-10-06
DGE.L,7.37735932808013,2024-10-13
DGE.L,7.65599403415418,2024-10-20
DGE.L,7.35718169010999,2024-10-27
DGE.L,6.85217306818492,2024-11-03
DGE.L,6.63363778621778,2024-11-10
DGE.L,6.54594842043047,2024-11-17
DGE.L,6.65106815207738,2024-11-24
DGE.L,6.63077931544261,2024-12-01
DGE.L,6.83069208415782,2024-12-08
DGE.L,7.31152212182151,2024-12-15
DGE.L,6.96604465091213,2024-12-22
DGE.L,7.05646532472671,2024-12-29
DGE.L,6.72959242344358,2025-01-05
DGE.L,6.60715828949842,2025-01-12
DGE.L,6.55259919297889,2025-01-19
DGE.L,6.9133859937005,2025-01-26
ABI.BR,1.744450572,2022-01-02
ABI.BR,1.818791865,2022-01-09
ABI.BR,1.942889164,2022-01-16
ABI.BR,1.902816945,2022-01-23
ABI.BR,1.801582741,2022-01-30
ABI.BR,1.758392794,2022-02-06
ABI.BR,1.829649055,2022-02-13
ABI.BR,1.823826566,2022-02-20
ABI.BR,1.893355845,2022-02-27
ABI.BR,1.597760562,2022-03-06
ABI.BR,1.624553901,2022-03-13
ABI.BR,1.748659328,2022-03-20
ABI.BR,1.709721214,2022-03-27
ABI.BR,1.75217649,2022-04-03
ABI.BR,1.705908118,2022-04-10
ABI.BR,1.705720981,2022-04-17
ABI.BR,1.728865878,2022-04-24
ABI.BR,1.684686762,2022-05-01
ABI.BR,1.585535465,2022-05-08
ABI.BR,1.606253658,2022-05-15
ABI.BR,1.560082979,2022-05-22
ABI.BR,1.636120849,2022-05-29
ABI.BR,1.603832807,2022-06-05
ABI.BR,1.50202194,2022-06-12
ABI.BR,1.490659362,2022-06-19
ABI.BR,1.547015041,2022-06-26
ABI.BR,1.572766427,2022-07-03
ABI.BR,1.60485422,2022-07-10
ABI.BR,1.572258523,2022-07-17
ABI.BR,1.563165022,2022-07-24
ABI.BR,1.480067869,2022-07-31
ABI.BR,1.47020436,2022-08-07
ABI.BR,1.506050602,2022-08-14
ABI.BR,1.456205743,2022-08-21
ABI.BR,1.387910844,2022-08-28
ABI.BR,1.346406404,2022-09-04
ABI.BR,1.376244691,2022-09-11
ABI.BR,1.367829916,2022-09-18
ABI.BR,1.289203937,2022-09-25
ABI.BR,1.269355607,2022-10-02
ABI.BR,1.258598534,2022-10-09
ABI.BR,1.270035227,2022-10-16
ABI.BR,1.271924947,2022-10-23
ABI.BR,1.385992475,2022-10-30
ABI.BR,1.441594338,2022-11-06
ABI.BR,1.531323154,2022-11-13
ABI.BR,1.532903033,2022-11-20
ABI.BR,1.571970125,2022-11-27
ABI.BR,1.668930728,2022-12-04
ABI.BR,1.65978668,2022-12-11
ABI.BR,1.641890028,2022-12-18
ABI.BR,1.670093332,2022-12-25
ABI.BR,1.668819983,2023-01-01
ABI.BR,1.694271686,2023-01-08
ABI.BR,1.689062217,2023-01-15
ABI.BR,1.655075919,2023-01-22
ABI.BR,1.630391827,2023-01-29
ABI.BR,1.643215699,2023-02-05
ABI.BR,1.612237188,2023-02-12
ABI.BR,1.630230425,2023-02-19
ABI.BR,1.65675455,2023-02-26
ABI.BR,1.6623692,2023-03-05
ABI.BR,1.651733777,2023-03-12
ABI.BR,1.622717067,2023-03-19
ABI.BR,1.671189856,2023-03-26
ABI.BR,1.796697019,2023-04-02
ABI.BR,1.80273847,2023-04-09
ABI.BR,1.74637573,2023-04-16
ABI.BR,1.771920149,2023-04-23
ABI.BR,1.760273648,2023-04-30
ABI.BR,1.74847377,2023-05-07
ABI.BR,1.650113725,2023-05-14
ABI.BR,1.601376816,2023-05-21
ABI.BR,1.541108099,2023-05-28
ABI.BR,1.47312279,2023-06-04
ABI.BR,1.486326881,2023-06-11
ABI.BR,1.579719187,2023-06-18
ABI.BR,1.542158291,2023-06-25
ABI.BR,1.528328527,2023-07-02
ABI.BR,1.500737298,2023-07-09
ABI.BR,1.570307307,2023-07-16
ABI.BR,1.584317524,2023-07-23
ABI.BR,1.593355311,2023-07-30
ABI.BR,1.461409753,2023-08-06
ABI.BR,1.43609945,2023-08-13
ABI.BR,1.42432995,2023-08-20
ABI.BR,1.447387296,2023-08-27
ABI.BR,1.435756534,2023-09-03
ABI.BR,1.438518098,2023-09-10
ABI.BR,1.45747139997106,2023-09-17
ABI.BR,1.45160340440777,2023-09-24
ABI.BR,1.42362420724924,2023-10-01
ABI.BR,1.34255679429967,2023-10-08
ABI.BR,1.37038127965209,2023-10-15
ABI.BR,1.35512179519248,2023-10-22
ABI.BR,1.36563948584806,2023-10-29
ABI.BR,1.5165887051484,2023-11-05
ABI.BR,1.51802028552493,2023-11-12
ABI.BR,1.57308122614897,2023-11-19
ABI.BR,1.619499152407,2023-11-26
ABI.BR,1.62570918097362,2023-12-03
ABI.BR,1.62047414823216,2023-12-10
ABI.BR,1.60752115151651,2023-12-17
ABI.BR,1.64892203825271,2023-12-24
ABI.BR,1.65366547916129,2023-12-31
ABI.BR,1.65179227476486,2024-01-07
ABI.BR,1.6706784197755,2024-01-14
ABI.BR,1.6107716222632,2024-01-21
ABI.BR,1.59214280717982,2024-01-28
ABI.BR,1.58520986253975,2024-02-04
ABI.BR,1.65820557286177,2024-02-11
ABI.BR,1.59755838218656,2024-02-18
ABI.BR,1.62238705403578,2024-02-25
ABI.BR,1.46516199660333,2024-03-03
ABI.BR,1.50067304253006,2024-03-10
ABI.BR,1.46161811073679,2024-03-17
ABI.BR,1.44484898338732,2024-03-24
ABI.BR,1.47617653001792,2024-03-31
ABI.BR,1.45386209651579,2024-04-07
ABI.BR,1.43054129619596,2024-04-14
ABI.BR,1.41924522911623,2024-04-21
ABI.BR,1.45435996406076,2024-04-28
ABI.BR,1.44769565250763,2024-05-05
ABI.BR,1.55254019661389,2024-05-12
ABI.BR,1.63665973600468,2024-05-19
ABI.BR,1.57769585555812,2024-05-26
ABI.BR,1.51405077196264,2024-06-02
ABI.BR,1.51302317041269,2024-06-09
ABI.BR,1.43833244858274,2024-06-16
ABI.BR,1.42675257872277,2024-06-23
ABI.BR,1.40527921795923,2024-06-30
ABI.BR,1.44820999686539,2024-07-07
ABI.BR,1.49509612014761,2024-07-14
ABI.BR,1.46265540403568,2024-07-21
ABI.BR,1.47786605130003,2024-07-28
ABI.BR,1.57747253497988,2024-08-04
ABI.BR,1.5205038522618,2024-08-11
ABI.BR,1.52448197744517,2024-08-18
ABI.BR,1.55023572173113,2024-08-25
ABI.BR,1.53432299027032,2024-09-01
ABI.BR,1.57439561642155,2024-09-08
ABI.BR,1.62903819721988,2024-09-15
ABI.BR,1.58672877104179,2024-09-22
ABI.BR,1.67154094565291,2024-09-29
ABI.BR,1.65953256927117,2024-10-06
ABI.BR,1.63110915619719,2024-10-13
ABI.BR,1.65709780799861,2024-10-20
ABI.BR,1.61396884240315,2024-10-27
ABI.BR,1.50038064233331,2024-11-03
ABI.BR,1.43478461932601,2024-11-10
ABI.BR,1.4079083675242,2024-11-17
ABI.BR,1.37565243937864,2024-11-24
ABI.BR,1.35295546395388,2024-12-01
ABI.BR,1.33455101053517,2024-12-08
ABI.BR,1.3510057547986,2024-12-15
ABI.BR,1.26094657402907,2024-12-22
ABI.BR,1.27588588212325,2024-12-29
ABI.BR,1.22663513517396,2025-01-05
ABI.BR,1.1745098903916,2025-01-12
ABI.BR,1.20391026189457,2025-01-19
ABI.BR,1.22861568770478,2025-01-26
DANO.PA,2.14062974,2022-01-02
DANO.PA,2.206507336,2022-01-09
DANO.PA,2.269247903,2022-01-16
DANO.PA,2.268071518,2022-01-23
DANO.PA,2.16494171,2022-01-30
DANO.PA,2.14611954,2022-02-06
DANO.PA,2.172000024,2022-02-13
DANO.PA,2.191214322,2022-02-20
DANO.PA,2.196704122,2022-02-27
DANO.PA,1.927703939,2022-03-06
DANO.PA,2.001424106,2022-03-13
DANO.PA,1.987823238,2022-03-20
DANO.PA,1.882909319,2022-03-27
DANO.PA,1.857050254,2022-04-03
DANO.PA,1.92982505,2022-04-10
DANO.PA,1.945709904,2022-04-17
DANO.PA,2.039910782,2022-04-24
DANO.PA,2.129309263,2022-05-01
DANO.PA,2.072419321,2022-05-08
DANO.PA,2.075005227,2022-05-15
DANO.PA,2.02698125,2022-05-22
DANO.PA,2.022917683,2022-05-29
DANO.PA,2.065031017,2022-06-05
DANO.PA,1.944971074,2022-06-12
DANO.PA,1.917264933,2022-06-19
DANO.PA,1.942754583,2022-06-26
DANO.PA,1.968983062,2022-07-03
DANO.PA,1.979696103,2022-07-10
DANO.PA,1.983390256,2022-07-17
DANO.PA,1.985237332,2022-07-24
DANO.PA,1.860682341,2022-07-31
DANO.PA,1.855841317,2022-08-07
DANO.PA,1.822299933,2022-08-14
DANO.PA,1.855149742,2022-08-21
DANO.PA,1.812617884,2022-08-28
DANO.PA,1.807085284,2022-09-04
DANO.PA,1.766282364,2022-09-11
DANO.PA,1.711993732,2022-09-18
DANO.PA,1.711647944,2022-09-25
DANO.PA,1.67948971,2022-10-02
DANO.PA,1.638168108,2022-10-09
DANO.PA,1.658915356,2022-10-16
DANO.PA,1.646985689,2022-10-23
DANO.PA,1.722194462,2022-10-30
DANO.PA,1.730320467,2022-11-06
DANO.PA,1.705769557,2022-11-13
DANO.PA,1.724960762,2022-11-20
DANO.PA,1.745189328,2022-11-27
DANO.PA,1.771123388,2022-12-04
DANO.PA,1.736198854,2022-12-11
DANO.PA,1.681391541,2022-12-18
DANO.PA,1.727727061,2022-12-25
DANO.PA,1.702311683,2023-01-01
DANO.PA,1.716661863,2023-01-08
DANO.PA,1.719255268,2023-01-15
DANO.PA,1.741039879,2023-01-22
DANO.PA,1.712512413,2023-01-29
DANO.PA,1.75452559,2023-02-05
DANO.PA,1.734815704,2023-02-12
DANO.PA,1.801206897,2023-02-19
DANO.PA,1.859299191,2023-02-26
DANO.PA,1.861028129,2023-03-05
DANO.PA,1.963110653,2023-03-12
DANO.PA,1.943483115,2023-03-19
DANO.PA,2.008075558,2023-03-26
DANO.PA,2.045189448,2023-04-02
DANO.PA,2.124413328,2023-04-09
DANO.PA,2.099432825,2023-04-16
DANO.PA,2.13618985,2023-04-23
DANO.PA,2.140829087,2023-04-30
DANO.PA,2.15510366,2023-05-07
DANO.PA,2.108711297,2023-05-14
DANO.PA,2.09657791,2023-05-21
DANO.PA,2.039836483,2023-05-28
DANO.PA,2.000581407,2023-06-04
DANO.PA,1.913506512,2023-06-11
DANO.PA,1.973459718,2023-06-18
DANO.PA,2.001652,2023-06-25
DANO.PA,2.003436322,2023-07-02
DANO.PA,1.972032261,2023-07-09
DANO.PA,1.985236241,2023-07-16
DANO.PA,2.019138352,2023-07-23
DANO.PA,2.19370577,2023-07-30
DANO.PA,2.107014934,2023-08-06
DANO.PA,2.119843622,2023-08-13
DANO.PA,2.067751371,2023-08-20
DANO.PA,2.080191312,2023-08-27
DANO.PA,2.089910015,2023-09-03
DANO.PA,2.082523801,2023-09-10
DANO.PA,2.09107625991576,2023-09-17
DANO.PA,2.0611426529231,2023-09-24
DANO.PA,2.03159779407321,2023-10-01
DANO.PA,1.99466672051083,2023-10-08
DANO.PA,2.09923997091376,2023-10-15
DANO.PA,2.10312745234138,2023-10-22
DANO.PA,2.14472350361689,2023-10-29
DANO.PA,2.21780815445611,2023-11-05
DANO.PA,2.23024809502449,2023-11-12
DANO.PA,2.23685681345144,2023-11-19
DANO.PA,2.29827902000781,2023-11-26
DANO.PA,2.27767536844143,2023-12-03
DANO.PA,2.30216650143542,2023-12-10
DANO.PA,2.25396173173296,2023-12-17
DANO.PA,2.26717916858686,2023-12-24
DANO.PA,2.28117410172629,2023-12-31
DANO.PA,2.3523150118517,2024-01-07
DANO.PA,2.36669869313388,2024-01-14
DANO.PA,2.39468855941274,2024-01-21
DANO.PA,2.38263736698712,2024-01-28
DANO.PA,2.36903118199045,2024-02-04
DANO.PA,2.36708744127665,2024-02-11
DANO.PA,2.38302611512988,2024-02-18
DANO.PA,2.36008997470693,2024-02-25
DANO.PA,2.28272909429733,2024-03-03
DANO.PA,2.33122978177691,2024-03-10
DANO.PA,2.3649582126622,2024-03-17
DANO.PA,2.36376779745448,2024-03-24
DANO.PA,2.37646555967012,2024-03-31
DANO.PA,2.30067579144554,2024-04-07
DANO.PA,2.29273969006077,2024-04-14
DANO.PA,2.35860933155438,2024-04-21
DANO.PA,2.31337355366117,2024-04-28
DANO.PA,2.29115246978381,2024-05-05
DANO.PA,2.36099016196981,2024-05-12
DANO.PA,2.37844958501631,2024-05-19
DANO.PA,2.34829239975417,2024-05-26
DANO.PA,2.34591156933874,2024-06-02
DANO.PA,2.38162402557022,2024-06-09
DANO.PA,2.33321380712311,2024-06-16
DANO.PA,2.3228968753229,2024-06-23
DANO.PA,2.26496333521406,2024-06-30
DANO.PA,2.32369048546138,2024-07-07
DANO.PA,2.34353073892331,2024-07-14
DANO.PA,2.32130965504595,2024-07-21
DANO.PA,2.34273712878483,2024-07-28
DANO.PA,2.36579729350017,2024-08-04
DANO.PA,2.31043902078909,2024-08-11
DANO.PA,2.32581631876439,2024-08-18
DANO.PA,2.33811815714463,2024-08-25
DANO.PA,2.41423578212237,2024-09-01
DANO.PA,2.50726843487295,2024-09-08
DANO.PA,2.50188638058159,2024-09-15
DANO.PA,2.47805156871988,2024-09-22
DANO.PA,2.52033913815196,2024-09-29
DANO.PA,2.46113654094705,2024-10-06
DANO.PA,2.49573546139147,2024-10-13
DANO.PA,2.49112227199888,2024-10-20
DANO.PA,2.52879665203837,2024-10-27
DANO.PA,2.53956076062108,2024-11-03
DANO.PA,2.51880140835443,2024-11-10
DANO.PA,2.49804205608777,2024-11-17
DANO.PA,2.51649481365813,2024-11-24
DANO.PA,2.48574021770753,2024-12-01
DANO.PA,2.49342886669518,2024-12-08
DANO.PA,2.50803729977171,2024-12-15
DANO.PA,2.46344313564334,2024-12-22
DANO.PA,2.49035340710012,2024-12-29
DANO.PA,2.48881567730259,2025-01-05
DANO.PA,2.47574497402358,2025-01-12
DANO.PA,2.4995797858853,2025-01-19
DANO.PA,2.49650432629024,2025-01-26
RKT.L,6.913903841,2022-01-02
RKT.L,6.867026221,2022-01-09
RKT.L,6.753647792,2022-01-16
RKT.L,7.025101916,2022-01-23
RKT.L,6.589031034,2022-01-30
RKT.L,6.333929567,2022-02-06
RKT.L,6.425504453,2022-02-13
RKT.L,6.838681614,2022-02-20
RKT.L,6.899731537,2022-02-27
RKT.L,6.301224251,2022-03-06
RKT.L,6.186755645,2022-03-13
RKT.L,6.41896339,2022-03-20
RKT.L,5.941465773,2022-03-27
RKT.L,6.551965009,2022-04-03
RKT.L,6.495275794,2022-04-10
RKT.L,6.60211316,2022-04-17
RKT.L,5.926560459,2022-04-24
RKT.L,6.025046801,2022-05-01
RKT.L,6.1061532,2022-05-08
RKT.L,6.235537218,2022-05-15
RKT.L,6.026977906,2022-05-22
RKT.L,5.907249412,2022-05-29
RKT.L,5.967113659,2022-06-05
RKT.L,5.833867431,2022-06-12
RKT.L,5.810694174,2022-06-19
RKT.L,6.030840115,2022-06-26
RKT.L,6.013460172,2022-07-03
RKT.L,6.030840115,2022-07-10
RKT.L,6.200777333,2022-07-17
RKT.L,6.052082267,2022-07-24
RKT.L,5.327472173,2022-07-31
RKT.L,5.298614364,2022-08-07
RKT.L,5.216850572,2022-08-14
RKT.L,5.349917135,2022-08-21
RKT.L,5.27456619,2022-08-28
RKT.L,5.130277145,2022-09-04
RKT.L,5.26494692,2022-09-11
RKT.L,5.018052333,2022-09-18
RKT.L,4.809634824,2022-09-25
RKT.L,4.790396284,2022-10-02
RKT.L,4.737490301,2022-10-09
RKT.L,4.655726509,2022-10-16
RKT.L,4.75672884,2022-10-23
RKT.L,4.551517755,2022-10-30
RKT.L,4.599614103,2022-11-06
RKT.L,4.453721847,2022-11-13
RKT.L,4.658932932,2022-11-20
RKT.L,4.729474243,2022-11-27
RKT.L,4.840095844,2022-12-04
RKT.L,4.681377895,2022-12-11
RKT.L,4.598010891,2022-12-18
RKT.L,4.57716914,2022-12-25
RKT.L,4.612439796,2023-01-01
RKT.L,4.699013223,2023-01-08
RKT.L,4.81604767,2023-01-15
RKT.L,4.650916874,2023-01-22
RKT.L,4.476166809,2023-01-29
RKT.L,4.654123298,2023-02-05
RKT.L,4.54670812,2023-02-12
RKT.L,4.630075123,2023-02-19
RKT.L,4.660536144,2023-02-26
RKT.L,4.708632492,2023-03-05
RKT.L,4.609233373,2023-03-12
RKT.L,4.657329721,2023-03-19
RKT.L,4.62673226,2023-03-26
RKT.L,4.667663377,2023-04-02
RKT.L,4.722238201,2023-04-09
RKT.L,4.764685286,2023-04-16
RKT.L,4.905670247,2023-04-23
RKT.L,4.873834933,2023-04-30
RKT.L,4.876866868,2023-05-07
RKT.L,4.919313952,2023-05-14
RKT.L,4.928409756,2023-05-21
RKT.L,4.863223162,2023-05-28
RKT.L,4.781360926,2023-06-04
RKT.L,4.573673404,2023-06-11
RKT.L,4.600960815,2023-06-18
RKT.L,4.610056619,2023-06-25
RKT.L,4.481199397,2023-07-02
RKT.L,4.352342175,2023-07-09
RKT.L,4.384177489,2023-07-16
RKT.L,4.497875038,2023-07-23
RKT.L,4.609490074,2023-07-30
RKT.L,4.390808742,2023-08-06
RKT.L,4.512645484,2023-08-13
RKT.L,4.415800894,2023-08-20
RKT.L,4.442355056,2023-08-27
RKT.L,4.459537161,2023-09-03
RKT.L,4.534513618,2023-09-10
RKT.L,4.50014940822496,2023-09-17
RKT.L,4.59074596000456,2023-09-24
RKT.L,4.52514156044001,2023-10-01
RKT.L,4.47359524649645,2023-10-08
RKT.L,4.57200184584327,2023-10-15
RKT.L,4.64073026443469,2023-10-22
RKT.L,4.25803793364152,2023-10-29
RKT.L,4.2267977433727,2023-11-05
RKT.L,4.28927812391035,2023-11-12
RKT.L,4.21430166726516,2023-11-19
RKT.L,4.22211171483237,2023-11-26
RKT.L,4.22992176239957,2023-12-03
RKT.L,4.21273965775172,2023-12-10
RKT.L,4.25022788607432,2023-12-17
RKT.L,4.25022788607432,2023-12-24
RKT.L,4.23304578142646,2023-12-31
RKT.L,4.30489821904477,2024-01-07
RKT.L,4.40330481839158,2024-01-14
RKT.L,4.35800654250178,2024-01-21
RKT.L,4.418924913526,2024-01-28
RKT.L,4.46266117990236,2024-02-04
RKT.L,4.4907773511443,2024-02-11
RKT.L,4.50327342725184,2024-02-18
RKT.L,4.5470096936282,2024-02-25
RKT.L,4.01748846857153,2024-03-03
RKT.L,4.03310856370594,2024-03-10
RKT.L,3.50358733864928,2024-03-17
RKT.L,3.44110695811162,2024-03-24
RKT.L,3.52389346232402,2024-03-31
RKT.L,3.3387953349812,2024-04-07
RKT.L,3.54985834517887,2024-04-14
RKT.L,3.52196660103818,2024-04-21
RKT.L,3.73833891922052,2024-04-28
RKT.L,3.7831347507192,2024-05-05
RKT.L,3.88540447923507,2024-05-12
RKT.L,3.88202366176347,2024-05-19
RKT.L,3.72904167117361,2024-05-26
RKT.L,3.76284984588961,2024-06-02
RKT.L,3.80849088175619,2024-06-09
RKT.L,3.71298278818352,2024-06-16
RKT.L,3.74256494106001,2024-06-23
RKT.L,3.61916510334665,2024-06-30
RKT.L,3.61240346840345,2024-07-07
RKT.L,3.68762665714653,2024-07-14
RKT.L,3.71129237944772,2024-07-21
RKT.L,3.88572276863836,2024-07-28
RKT.L,3.59468334593161,2024-08-04
RKT.L,3.62066900867328,2024-08-11
RKT.L,3.70035837441442,2024-08-18
RKT.L,3.73673830225276,2024-08-25
RKT.L,3.78178011767167,2024-09-01
RKT.L,3.93076458405727,2024-09-08
RKT.L,3.98273590954061,2024-09-15
RKT.L,3.90997605386393,2024-09-22
RKT.L,4.06502384155591,2024-09-29
RKT.L,3.94722217046033,2024-10-06
RKT.L,4.00698919476617,2024-10-13
RKT.L,4.13691750847454,2024-10-20
RKT.L,4.20014928781262,2024-10-27
RKT.L,4.32574665773071,2024-11-03
RKT.L,4.12825562089399,2024-11-10
RKT.L,4.12738943213593,2024-11-17
RKT.L,4.19841691029651,2024-11-24
RKT.L,4.20967736415123,2024-12-01
RKT.L,4.07888286168481,2024-12-08
RKT.L,4.20707879787707,2024-12-15
RKT.L,4.16463554873233,2024-12-22
RKT.L,4.18195932389345,2024-12-29
RKT.L,4.21747306297373,2025-01-05
RKT.L,4.28763435237625,2025-01-12
RKT.L,4.34307043289183,2025-01-19
RKT.L,4.39330938085907,2025-01-26
TSCO.L,1.678464952,2022-01-02
TSCO.L,1.673543616,2022-01-09
TSCO.L,1.650094899,2022-01-16
TSCO.L,1.671806674,2022-01-23
TSCO.L,1.756627342,2022-01-30
TSCO.L,1.71117736,2022-02-06
TSCO.L,1.726230857,2022-02-13
TSCO.L,1.703361121,2022-02-20
TSCO.L,1.6590691,2022-02-27
TSCO.L,1.594223265,2022-03-06
TSCO.L,1.579169768,2022-03-13
TSCO.L,1.613908608,2022-03-20
TSCO.L,1.596539188,2022-03-27
TSCO.L,1.615356059,2022-04-03
TSCO.L,1.570774548,2022-04-10
TSCO.L,1.541825515,2022-04-17
TSCO.L,1.53777265,2022-04-24
TSCO.L,1.574827413,2022-05-01
TSCO.L,1.571353529,2022-05-08
TSCO.L,1.628093634,2022-05-15
TSCO.L,1.269583585,2022-05-22
TSCO.L,1.26080429,2022-05-29
TSCO.L,1.262755244,2022-06-05
TSCO.L,1.219834247,2022-06-12
TSCO.L,1.227638065,2022-06-19
TSCO.L,1.245684393,2022-06-26
TSCO.L,1.242757962,2022-07-03
TSCO.L,1.276899664,2022-07-10
TSCO.L,1.262755244,2022-07-17
TSCO.L,1.265193937,2022-07-24
TSCO.L,1.280801573,2022-07-31
TSCO.L,1.277875141,2022-08-07
TSCO.L,1.284703481,2022-08-14
TSCO.L,1.321283877,2022-08-21
TSCO.L,1.232515451,2022-08-28
TSCO.L,1.208128521,2022-09-04
TSCO.L,1.17008491,2022-09-11
TSCO.L,1.129114867,2022-09-18
TSCO.L,1.074000405,2022-09-25
TSCO.L,1.008643432,2022-10-02
TSCO.L,1.09804074387424,2022-10-09
TSCO.L,1.10570022091173,2022-10-16
TSCO.L,1.14454471160185,2022-10-23
TSCO.L,1.16369340419557,2022-10-30
TSCO.L,1.22113948197673,2022-11-06
TSCO.L,1.24849475711062,2022-11-13
TSCO.L,1.26545502769363,2022-11-20
TSCO.L,1.28569793129271,2022-11-27
TSCO.L,1.25013607361865,2022-12-04
TSCO.L,1.24685344060259,2022-12-11
TSCO.L,1.21621553245263,2022-12-18
TSCO.L,1.24028817457045,2022-12-25
TSCO.L,1.22661053700351,2023-01-01
TSCO.L,1.32071268346408,2023-01-08
TSCO.L,1.34369111457655,2023-01-15
TSCO.L,1.35627454113813,2023-01-22
TSCO.L,1.35080348611136,2023-01-29
TSCO.L,1.34806795859797,2023-02-05
TSCO.L,1.32946637150693,2023-02-12
TSCO.L,1.37268770621847,2023-02-19
TSCO.L,1.35080348611136,2023-02-26
TSCO.L,1.40223140336307,2023-03-05
TSCO.L,1.42028588495143,2023-03-12
TSCO.L,1.35080348611136,2023-03-19
