Instrument,Price To Book Value Per Share (Daily Time Series Ratio),Date
TSCO.L,1.37214060071579,2023-03-26
TSCO.L,1.45365932061477,2023-04-02
TSCO.L,1.44490563257193,2023-04-09
TSCO.L,1.46733695818172,2023-04-16
TSCO.L,1.52587724696824,2023-04-23
TSCO.L,1.53791356802715,2023-04-30
TSCO.L,1.54830857257802,2023-05-07
TSCO.L,1.50836987088255,2023-05-14
TSCO.L,1.59513043318303,2023-05-21
TSCO.L,1.57778555783158,2023-05-28
TSCO.L,1.56941216973089,2023-06-04
TSCO.L,1.56642167398064,2023-06-11
TSCO.L,1.57240266548114,2023-06-18
TSCO.L,1.4880706853241,2023-06-25
TSCO.L,1.4856782887239,2023-07-02
TSCO.L,1.47371630572291,2023-07-09
TSCO.L,1.4952478751247,2023-07-16
TSCO.L,1.55625398842979,2023-07-23
TSCO.L,1.56343117823039,2023-07-30
TSCO.L,1.49823837087495,2023-08-06
TSCO.L,1.5024250649253,2023-08-13
TSCO.L,1.49345357767455,2023-08-20
TSCO.L,1.55565588927974,2023-08-27
TSCO.L,1.58316845018203,2023-09-03
TSCO.L,1.54668440202899,2023-09-10
TSCO.L,1.61905439918503,2023-09-17
TSCO.L,1.62025059748513,2023-09-24
TSCO.L,1.58017795443179,2023-10-01
TSCO.L,1.64486554157706,2023-10-08
TSCO.L,1.6283223536589,2023-10-15
TSCO.L,1.61118833760081,2023-10-22
TSCO.L,1.609415853181,2023-10-29
TSCO.L,1.62950400993877,2023-11-05
TSCO.L,1.64072974459752,2023-11-12
TSCO.L,1.63068566621864,2023-11-19
TSCO.L,1.67677026113351,2023-11-26
TSCO.L,1.65195547925627,2023-12-03
TSCO.L,1.70099421487082,2023-12-10
TSCO.L,1.67027115159424,2023-12-17
TSCO.L,1.69390427719161,2023-12-24
TSCO.L,1.71635574650911,2023-12-31
TSCO.L,1.77780187306228,2024-01-07
TSCO.L,1.75416874746491,2024-01-14
TSCO.L,1.7488512942055,2024-01-21
TSCO.L,1.73408059070714,2024-01-28
TSCO.L,1.71812823092891,2024-02-04
TSCO.L,1.65727293251568,2024-02-11
TSCO.L,1.65195547925627,2024-02-18
TSCO.L,1.65254630739621,2024-02-25
TSCO.L,1.64013891645759,2024-03-03
TSCO.L,1.69095013649194,2024-03-10
TSCO.L,1.69922173045102,2024-03-17
TSCO.L,1.73821638768668,2024-03-24
TSCO.L,1.7523962630451,2024-03-31
TSCO.L,1.7110382932497,2024-04-07
TSCO.L,1.67145280787411,2024-04-14
TSCO.L,1.66259038577509,2024-04-21
TSCO.L,1.70690249627016,2024-04-28
TSCO.L,1.76244034142399,2024-05-05
TSCO.L,1.84161131217518,2024-05-12
TSCO.L,1.87507794860817,2024-05-19
TSCO.L,1.89980557675,2024-05-26
TSCO.L,1.87568106148968,2024-06-02
TSCO.L,1.85517522351841,2024-06-09
TSCO.L,1.87085615843762,2024-06-16
TSCO.L,1.86120635233349,2024-06-23
TSCO.L,1.84552541741429,2024-06-30
TSCO.L,1.87568106148968,2024-07-07
TSCO.L,1.91970830183976,2024-07-14
TSCO.L,1.96614799371587,2024-07-21
TSCO.L,1.97278223541246,2024-07-28
TSCO.L,1.97036978388643,2024-08-04
TSCO.L,1.99328807338373,2024-08-11
TSCO.L,2.05782115170508,2024-08-18
TSCO.L,2.10546706934421,2024-08-25
TSCO.L,2.13321026189357,2024-09-01
TSCO.L,2.2110118236081,2024-09-08
TSCO.L,2.19834645309643,2024-09-15
TSCO.L,2.19171221139984,2024-09-22
TSCO.L,2.17542816359913,2024-09-29
TSCO.L,2.14371459394412,2024-10-06
TSCO.L,2.11412162605422,2024-10-13
TSCO.L,2.14134715651293,2024-10-20
TSCO.L,2.08807981431112,2024-10-27
TSCO.L,2.05967056513682,2024-11-03
TSCO.L,2.04309850311847,2024-11-10
TSCO.L,2.04605779990746,2024-11-17
TSCO.L,2.0916309704579,2024-11-24
TSCO.L,2.16857268697163,2024-12-01
TSCO.L,2.17153198376062,2024-12-08
TSCO.L,2.20171681100832,2024-12-15
TSCO.L,2.16857268697163,2024-12-22
TSCO.L,2.17153198376062,2024-12-29
TSCO.L,2.20349238908171,2025-01-05
TSCO.L,2.12891810999917,2025-01-12
TSCO.L,2.15791921853127,2025-01-19
TSCO.L,2.13069368807257,2025-01-26
AD.AS,2.352494649,2022-01-02
AD.AS,2.381378771,2022-01-09
AD.AS,2.369278666,2022-01-16
AD.AS,2.271697172,2022-01-23
AD.AS,2.244374354,2022-01-30
AD.AS,2.227980663,2022-02-06
AD.AS,2.279113366,2022-02-13
AD.AS,2.114395805,2022-02-20
AD.AS,2.100344069,2022-02-27
AD.AS,2.021054439,2022-03-06
AD.AS,2.020317366,2022-03-13
AD.AS,2.080020287,2022-03-20
AD.AS,2.106186382,2022-03-27
AD.AS,2.134563697,2022-04-03
AD.AS,2.252863929,2022-04-10
AD.AS,2.094393213,2022-04-17
AD.AS,2.067490044,2022-04-24
AD.AS,2.070438337,2022-05-01
AD.AS,2.020317366,2022-05-08
AD.AS,1.870533275,2022-05-15
AD.AS,1.737868871,2022-05-22
AD.AS,1.792884556,2022-05-29
AD.AS,1.784179542,2022-06-05
AD.AS,1.769206919,2022-06-12
AD.AS,1.742047278,2022-06-19
AD.AS,1.735083267,2022-06-26
AD.AS,1.751796893,2022-07-03
AD.AS,1.837802425,2022-07-10
AD.AS,1.806464377,2022-07-17
AD.AS,1.842329032,2022-07-24
AD.AS,1.872274278,2022-07-31
AD.AS,1.839891628,2022-08-07
AD.AS,1.775723719,2022-08-14
AD.AS,1.854011483,2022-08-21
AD.AS,1.80291152,2022-08-28
AD.AS,1.801601264,2022-09-04
AD.AS,1.827806373,2022-09-11
AD.AS,1.811100616,2022-09-18
AD.AS,1.754759631,2022-09-25
AD.AS,1.712176329,2022-10-02
AD.AS,1.676471867,2022-10-09
AD.AS,1.799635881,2022-10-16
AD.AS,1.796032678,2022-10-23
AD.AS,1.840581364,2022-10-30
AD.AS,1.846477514,2022-11-06
AD.AS,1.691025782,2022-11-13
AD.AS,1.706797968,2022-11-20
AD.AS,1.739888634,2022-11-27
AD.AS,1.741434927,2022-12-04
AD.AS,1.765866352,2022-12-11
AD.AS,1.679273957,2022-12-18
AD.AS,1.718549793,2022-12-25
AD.AS,1.660099926,2023-01-01
AD.AS,1.693190592,2023-01-08
AD.AS,1.726281257,2023-01-15
AD.AS,1.72566274,2023-01-22
AD.AS,1.661336961,2023-01-29
AD.AS,1.691025782,2023-02-05
AD.AS,1.707416485,2023-02-12
AD.AS,1.83916063,2023-02-19
AD.AS,1.852149489,2023-02-26
AD.AS,1.90648865,2023-03-05
AD.AS,1.918225768,2023-03-12
AD.AS,1.909026405,2023-03-19
AD.AS,1.926790692,2023-03-26
AD.AS,1.99784784,2023-04-02
AD.AS,2.031155878,2023-04-09
AD.AS,1.940748346,2023-04-16
AD.AS,1.994041207,2023-04-23
AD.AS,1.980717992,2023-04-30
AD.AS,1.98674516,2023-05-07
AD.AS,1.926562422,2023-05-14
AD.AS,1.908864749,2023-05-21
AD.AS,1.889304164,2023-05-28
AD.AS,1.82286027,2023-06-04
AD.AS,1.810751337,2023-06-11
AD.AS,1.868191151,2023-06-18
AD.AS,1.877816201,2023-06-25
AD.AS,1.941155239,2023-07-02
AD.AS,1.938050385,2023-07-09
AD.AS,1.905759894,2023-07-16
AD.AS,1.95761097,2023-07-23
AD.AS,1.975308642,2023-07-30
AD.AS,1.908243778,2023-08-06
AD.AS,1.965661279,2023-08-13
AD.AS,1.952235068,2023-08-20
AD.AS,1.921866257,2023-08-27
AD.AS,1.942964589,2023-09-03
AD.AS,1.848981109,2023-09-10
AD.AS,1.86144830542092,2023-09-17
AD.AS,1.86752206770892,2023-09-24
AD.AS,1.82340737319611,2023-10-01
AD.AS,1.79751396554729,2023-10-08
AD.AS,1.76650581070857,2023-10-15
AD.AS,1.74029273136038,2023-10-22
AD.AS,1.79591560705045,2023-10-29
AD.AS,1.81094017692075,2023-11-05
AD.AS,1.66587128181954,2023-11-12
AD.AS,1.6580868365774,2023-11-19
AD.AS,1.67490123830043,2023-11-26
AD.AS,1.64936825790619,2023-12-03
AD.AS,1.69856595183656,2023-12-10
AD.AS,1.63068558932504,2023-12-17
AD.AS,1.62819456684755,2023-12-24
AD.AS,1.62009874379572,2023-12-31
AD.AS,1.68144017230384,2024-01-07
AD.AS,1.64936825790619,2024-01-14
AD.AS,1.58584718473027,2024-01-21
AD.AS,1.61511669884074,2024-01-28
AD.AS,1.62632629998943,2024-02-04
AD.AS,1.63099696713472,2024-02-11
AD.AS,1.70105697431405,2024-02-18
AD.AS,1.72223066537269,2024-02-25
AD.AS,1.76187307624722,2024-03-03
AD.AS,1.79521274144549,2024-03-10
AD.AS,1.76668168180466,2024-03-17
AD.AS,1.7519352914285,2024-03-24
AD.AS,1.77726061403104,2024-03-31
AD.AS,1.76892569773147,2024-04-07
AD.AS,1.7073755465962,2024-04-14
AD.AS,1.75546160217063,2024-04-21
AD.AS,1.79521274144549,2024-04-28
AD.AS,1.80162421552209,2024-05-05
AD.AS,1.82693529435346,2024-05-12
AD.AS,1.80293715475098,2024-05-19
AD.AS,1.78570772119022,2024-05-26
AD.AS,1.75617154937177,2024-06-02
AD.AS,1.72786605137909,2024-06-09
AD.AS,1.72786605137909,2024-06-16
AD.AS,1.73586543124659,2024-06-23
AD.AS,1.69771454264776,2024-06-30
AD.AS,1.73094273594352,2024-07-07
AD.AS,1.77340098293253,2024-07-14
AD.AS,1.81155187153136,2024-07-21
AD.AS,1.83185798965654,2024-07-28
AD.AS,1.83801135878538,2024-08-04
AD.AS,1.83431933730808,2024-08-11
AD.AS,1.84723230949952,2024-08-18
AD.AS,1.85522100544879,2024-08-25
AD.AS,1.90868381680157,2024-09-01
AD.AS,1.90991284694761,2024-09-08
AD.AS,1.89946609070626,2024-09-15
AD.AS,1.87242742749336,2024-09-22
AD.AS,1.91298542231271,2024-09-29
AD.AS,1.88225966866169,2024-10-06
AD.AS,1.91482896753177,2024-10-13
AD.AS,1.88779030431887,2024-10-20
AD.AS,1.88717578924585,2024-10-27
AD.AS,1.88348869880773,2024-11-03
AD.AS,1.99041432151329,2024-11-10
AD.AS,2.0619592570569,2024-11-17
AD.AS,2.10688211668776,2024-11-24
AD.AS,2.09533052421126,2024-12-01
AD.AS,2.0857041971475,2024-12-08
AD.AS,2.07543611494616,2024-12-15
AD.AS,2.00805182549985,2024-12-22
AD.AS,2.01382762173811,2024-12-29
AD.AS,2.05361644026831,2025-01-05
AD.AS,2.08249542145958,2025-01-12
AD.AS,2.17875869209716,2025-01-19
AD.AS,2.14602918008038,2025-01-26
IMB.L,2.85849905388732,2022-01-02
IMB.L,2.9071280201613,2022-01-09
IMB.L,3.02295337619571,2022-01-16
IMB.L,3.06097238619174,2022-01-23
IMB.L,3.12374796083634,2022-01-30
IMB.L,3.08396062479399,2022-02-06
IMB.L,3.21570091524534,2022-02-13
IMB.L,3.14585203641543,2022-02-20
IMB.L,2.97697689899122,2022-02-27
IMB.L,2.69669722064841,2022-03-06
IMB.L,2.6993497097179,2022-03-13
IMB.L,2.83197416319242,2022-03-20
IMB.L,2.92039046550876,2022-03-27
IMB.L,2.86645652109579,2022-04-03
IMB.L,2.96636694271326,2022-04-10
IMB.L,2.9363053999257,2022-04-17
IMB.L,2.98758685526918,2022-04-24
IMB.L,2.94603119318049,2022-05-01
IMB.L,2.93100042178672,2022-05-08
IMB.L,3.0185325610799,2022-05-15
IMB.L,3.19029940576499,2022-05-22
IMB.L,3.20188105677727,2022-05-29
IMB.L,3.19208119822842,2022-06-05
IMB.L,3.19297209446013,2022-06-12
IMB.L,3.17693596228929,2022-06-19
IMB.L,3.27582544400946,2022-06-26
IMB.L,3.27048006661918,2022-07-03
IMB.L,3.23484421735065,2022-07-10
IMB.L,3.30878860458285,2022-07-17
IMB.L,3.305225019656,2022-07-24
IMB.L,3.20544464170412,2022-07-31
IMB.L,3.27582544400946,2022-08-07
IMB.L,3.34976983124166,2022-08-14
IMB.L,3.40322360514445,2022-08-21
IMB.L,3.34442445385138,2022-08-28
IMB.L,3.38540568051019,2022-09-04
IMB.L,3.47894978484007,2022-09-11
IMB.L,3.40411450137616,2022-09-18
IMB.L,3.32660652921711,2022-09-25
IMB.L,3.305225019656,2022-10-02
IMB.L,3.54754879468199,2022-10-09
IMB.L,3.59209360626765,2022-10-16
IMB.L,3.6491109650973,2022-10-23
IMB.L,3.77383643753714,2022-10-30
IMB.L,3.77383643753714,2022-11-06
IMB.L,3.55200327584055,2022-11-13
IMB.L,3.77918181492742,2022-11-20
IMB.L,3.78809077724455,2022-11-27
IMB.L,3.74176417319547,2022-12-04
IMB.L,2.87754755640503,2022-12-11
IMB.L,2.84014082360631,2022-12-18
IMB.L,2.88447472914554,2022-12-25
IMB.L,2.86923494911643,2023-01-01
IMB.L,2.87200581821263,2023-01-08
IMB.L,2.83182821631771,2023-01-15
IMB.L,2.84291169270252,2023-01-22
IMB.L,2.78472344168229,2023-01-29
IMB.L,2.83182821631771,2023-02-05
IMB.L,2.8041195253557,2023-02-12
IMB.L,2.82213017448101,2023-02-19
IMB.L,2.86784951456833,2023-02-26
IMB.L,2.77641083439369,2023-03-05
IMB.L,2.74177497069117,2023-03-12
IMB.L,2.61085140589566,2023-03-19
IMB.L,2.60946597134756,2023-03-26
IMB.L,2.5824499976596,2023-04-02
IMB.L,2.63440379321337,2023-04-09
IMB.L,2.60946597134756,2023-04-16
IMB.L,2.69467019605575,2023-04-23
IMB.L,2.72584247338801,2023-04-30
IMB.L,2.63232564139122,2023-05-07
IMB.L,2.61154412316971,2023-05-14
IMB.L,2.9495469975107,2023-05-21
IMB.L,2.86374199394676,2023-05-28
IMB.L,2.85631656094603,2023-06-04
IMB.L,2.84641598361173,2023-06-11
IMB.L,2.90334430328396,2023-06-18
IMB.L,2.92479555417495,2023-06-25
IMB.L,2.86869228261391,2023-07-02
IMB.L,2.87776781183702,2023-07-09
IMB.L,2.899219062728,2023-07-16
IMB.L,3.02710151996273,2023-07-23
IMB.L,3.0609284925216,2023-07-30
IMB.L,3.00317512473817,2023-08-06
IMB.L,2.98337397006957,2023-08-13
IMB.L,2.89839401461681,2023-08-20
IMB.L,2.92314545795257,2023-08-27
IMB.L,2.94294661262117,2023-09-03
IMB.L,2.89756896650562,2023-09-10
IMB.L,2.89756896650562,2023-09-17
IMB.L,2.86786723450272,2023-09-24
IMB.L,2.75071040271348,2023-10-01
IMB.L,2.75401059515825,2023-10-08
IMB.L,2.82413968460955,2023-10-15
IMB.L,2.82826492516551,2023-10-22
IMB.L,2.85301636850126,2023-10-29
IMB.L,2.97429844084646,2023-11-05
IMB.L,2.89509382217204,2023-11-12
IMB.L,3.05597820385445,2023-11-19
IMB.L,3.03370190485227,2023-11-26
IMB.L,3.06670382929994,2023-12-03
IMB.L,3.00317512473817,2023-12-10
IMB.L,2.69743948926342,2023-12-17
IMB.L,2.71385090208526,2023-12-24
IMB.L,2.69520156933317,2023-12-31
IMB.L,2.76681500710122,2024-01-07
IMB.L,2.81977911211718,2024-01-14
IMB.L,2.80635159253567,2024-01-21
IMB.L,2.88542476340456,2024-01-28
IMB.L,2.79143212633399,2024-02-04
IMB.L,2.80858951246592,2024-02-11
IMB.L,2.75264151420963,2024-02-18
IMB.L,2.72877036828694,2024-02-25
IMB.L,2.53257938773487,2024-03-03
IMB.L,2.52511965463403,2024-03-10
IMB.L,2.52959549449454,2024-03-17
IMB.L,2.587035439371,2024-03-24
IMB.L,2.64074551769704,2024-03-31
IMB.L,2.57360791978949,2024-04-07
IMB.L,2.55868845358781,2024-04-14
IMB.L,2.64671330417771,2024-04-21
IMB.L,2.702661302434,2024-04-28
IMB.L,2.72429452842644,2024-05-05
IMB.L,2.78695628647349,2024-05-12
IMB.L,3.78549448481177,2024-05-19
IMB.L,3.72867836306059,2024-05-26
IMB.L,3.73830821420486,2024-06-02
IMB.L,3.82690284473212,2024-06-09
IMB.L,3.85097747259279,2024-06-16
IMB.L,3.92127538594595,2024-06-23
IMB.L,3.89816374319971,2024-06-30
IMB.L,3.92705329663251,2024-07-07
IMB.L,4.01564792715978,2024-07-14
IMB.L,4.03105568899061,2024-07-21
IMB.L,4.13120614089099,2024-07-28
IMB.L,4.12542823020443,2024-08-04
IMB.L,4.09461270654278,2024-08-11
IMB.L,4.16394763478151,2024-08-18
IMB.L,4.12735420043329,2024-08-25
IMB.L,4.19861509890087,2024-09-01
IMB.L,4.2929876401147,2024-09-08
IMB.L,4.3218771935475,2024-09-15
IMB.L,4.17935539661234,2024-09-22
IMB.L,4.20246703935858,2024-09-29
IMB.L,4.14276196226412,2024-10-06
IMB.L,4.36424853858228,2024-10-13
IMB.L,4.44513928819413,2024-10-20
IMB.L,4.40854585384592,2024-10-27
IMB.L,4.54721571032337,2024-11-03
IMB.L,4.5587715316965,2024-11-10
IMB.L,4.56647541261191,2024-11-17
IMB.L,4.87655661945734,2024-11-24
IMB.L,4.94781751792492,2024-12-01
IMB.L,4.95552139884034,2024-12-08
IMB.L,5.03833811868105,2024-12-15
IMB.L,4.00093344131408,2024-12-22
IMB.L,3.98693872659514,2024-12-29
IMB.L,4.04913745867931,2025-01-05
IMB.L,4.05691230018983,2025-01-12
IMB.L,4.0460275220751,2025-01-19
IMB.L,4.08801166623191,2025-01-26
PERP.PA,3.721268691,2022-01-02
PERP.PA,3.580511483,2022-01-09
PERP.PA,3.485500367,2022-01-16
PERP.PA,3.470544914,2022-01-23
PERP.PA,3.350901287,2022-01-30
PERP.PA,3.347382357,2022-02-06
PERP.PA,3.157853041,2022-02-13
PERP.PA,3.246806647,2022-02-20
PERP.PA,3.242688425,2022-02-27
PERP.PA,3.007126096,2022-03-06
PERP.PA,2.924761645,2022-03-13
PERP.PA,3.12490726,2022-03-20
PERP.PA,3.085372324,2022-03-27
PERP.PA,3.282223361,2022-04-03
PERP.PA,3.315992786,2022-04-10
PERP.PA,3.236099269,2022-04-17
PERP.PA,3.189975176,2022-04-24
PERP.PA,3.255866737,2022-05-01
PERP.PA,3.017833474,2022-05-08
PERP.PA,3.102668859,2022-05-15
PERP.PA,2.915701556,2022-05-22
PERP.PA,3.021951697,2022-05-29
PERP.PA,3.003831518,2022-06-05
PERP.PA,2.879461197,2022-06-12
PERP.PA,2.794625813,2022-06-19
PERP.PA,2.963472937,2022-06-26
PERP.PA,2.886873998,2022-07-03
PERP.PA,2.929703512,2022-07-10
PERP.PA,2.976651249,2022-07-17
PERP.PA,3.055721122,2022-07-24
PERP.PA,3.154558463,2022-07-31
PERP.PA,3.157853041,2022-08-07
PERP.PA,3.196564332,2022-08-14
PERP.PA,3.218802734,2022-08-21
PERP.PA,3.094432414,2022-08-28
PERP.PA,3.120789038,2022-09-04
PERP.PA,3.109258015,2022-09-11
PERP.PA,3.088666902,2022-09-18
PERP.PA,2.955839994,2022-09-25
PERP.PA,3.043677115,2022-10-02
PERP.PA,2.948587387,2022-10-09
PERP.PA,2.864779492,2022-10-16
PERP.PA,2.777748217,2022-10-23
PERP.PA,2.834157377,2022-10-30
PERP.PA,2.946169852,2022-11-06
PERP.PA,3.013054999,2022-11-13
PERP.PA,2.99290887,2022-11-20
PERP.PA,3.012249154,2022-11-27
PERP.PA,3.073493385,2022-12-04
PERP.PA,3.003384857,2022-12-11
PERP.PA,2.948587387,2022-12-18
PERP.PA,2.980821193,2022-12-25
PERP.PA,2.96148091,2023-01-01
PERP.PA,3.002579012,2023-01-08
PERP.PA,3.125067474,2023-01-15
PERP.PA,3.086386907,2023-01-22
PERP.PA,2.968733516,2023-01-29
PERP.PA,3.131514235,2023-02-05
PERP.PA,3.007414083,2023-02-12
PERP.PA,3.041911321,2023-02-19
PERP.PA,3.091842669,2023-02-26
PERP.PA,3.139433485,2023-03-05
PERP.PA,3.122269584,2023-03-12
PERP.PA,3.105885861,2023-03-19
PERP.PA,3.240856535,2023-03-26
PERP.PA,3.256460081,2023-04-02
PERP.PA,3.234615116,2023-04-09
PERP.PA,3.261141145,2023-04-16
PERP.PA,3.348521003,2023-04-23
PERP.PA,3.267382563,2023-04-30
PERP.PA,3.346960648,2023-05-07
PERP.PA,3.34071923,2023-05-14
PERP.PA,3.307951783,2023-05-21
PERP.PA,3.281425755,2023-05-28
PERP.PA,3.187804478,2023-06-04
PERP.PA,3.103545329,2023-06-11
PERP.PA,3.172200932,2023-06-18
PERP.PA,3.069997704,2023-06-25
PERP.PA,3.15815774,2023-07-02
PERP.PA,3.064536463,2023-07-09
PERP.PA,3.161278449,2023-07-16
PERP.PA,3.148795612,2023-07-23
PERP.PA,3.165959513,2023-07-30
PERP.PA,3.055174336,2023-08-06
PERP.PA,3.064536463,2023-08-13
PERP.PA,3.004462811,2023-08-20
PERP.PA,3.014605116,2023-08-27
PERP.PA,2.83048327103167,2023-09-03
PERP.PA,2.72281880261866,2023-09-10
PERP.PA,2.68224958263695,2023-09-17
PERP.PA,2.70430199344671,2023-09-24
PERP.PA,2.56689157946821,2023-10-01
PERP.PA,2.57908777005801,2023-10-08
PERP.PA,2.5546953888784,2023-10-15
PERP.PA,2.69861043783813,2023-10-22
PERP.PA,2.68316192975771,2023-10-29
PERP.PA,2.82057234373621,2023-11-05
PERP.PA,2.67177881854055,2023-11-12
PERP.PA,2.72137666027244,2023-11-19
PERP.PA,2.66608726293198,2023-11-26
PERP.PA,2.57177005570413,2023-12-03
PERP.PA,2.58965780190251,2023-12-10
PERP.PA,2.65145183422421,2023-12-17
PERP.PA,2.61486326245478,2023-12-24
PERP.PA,2.59778859562905,2023-12-31
PERP.PA,2.39045335560232,2024-01-07
PERP.PA,2.40346262556478,2024-01-14
PERP.PA,2.3115846564549,2024-01-21
PERP.PA,2.54575151577921,2024-01-28
PERP.PA,2.49046211843874,2024-02-04
PERP.PA,2.51810681710898,2024-02-11
PERP.PA,2.44864088189432,2024-02-18
PERP.PA,2.46110612341844,2024-02-25
PERP.PA,2.43150117479866,2024-03-03
PERP.PA,2.3372327857725,2024-03-10
PERP.PA,2.35904695843971,2024-03-17
PERP.PA,2.30840691474797,2024-03-24
PERP.PA,2.33645370817724,2024-03-31
PERP.PA,2.19933605141192,2024-04-07
PERP.PA,2.20089420660244,2024-04-14
PERP.PA,2.25932502624675,2024-04-21
PERP.PA,2.22037114648387,2024-04-28
PERP.PA,2.20089420660244,2024-05-05
PERP.PA,2.32710477703415,2024-05-12
PERP.PA,2.31775584589106,2024-05-19
PERP.PA,2.19699881862615,2024-05-26
PERP.PA,2.13389353341029,2024-06-02
PERP.PA,2.14168430936287,2024-06-09
PERP.PA,2.05520669628928,2024-06-16
PERP.PA,2.03728791159836,2024-06-23
PERP.PA,1.9741826263825,2024-06-30
PERP.PA,2.02793898045527,2024-07-07
PERP.PA,2.02871805805053,2024-07-14
PERP.PA,1.94535675535798,2024-07-21
PERP.PA,1.99054325588291,2024-07-28
PERP.PA,1.91886811711922,2024-08-04
PERP.PA,1.90406564280933,2024-08-11
PERP.PA,1.91497272914293,2024-08-18
PERP.PA,1.96950816081096,2024-08-25
PERP.PA,2.00690388538332,2024-09-01
PERP.PA,1.91886811711922,2024-09-08
PERP.PA,1.95938015207261,2024-09-15
PERP.PA,2.04371393961452,2024-09-22
PERP.PA,2.22878093180443,2024-09-29
PERP.PA,2.09077839021454,2024-10-06
PERP.PA,2.01340124261789,2024-10-13
PERP.PA,2.03653461664163,2024-10-20
PERP.PA,1.96793219712296,2024-10-27
PERP.PA,1.83950208616357,2024-11-03
PERP.PA,1.79722385087881,2024-11-10
PERP.PA,1.73978926709573,2024-11-17
PERP.PA,1.70149954457368,2024-11-24
PERP.PA,1.68953400628554,2024-12-01
PERP.PA,1.73659845688556,2024-12-08
PERP.PA,1.81796411724492,2024-12-15
PERP.PA,1.72383521604488,2024-12-22
PERP.PA,1.74696859006862,2024-12-29
PERP.PA,1.67916387310248,2025-01-05
PERP.PA,1.67118684757706,2025-01-12
PERP.PA,1.71346508286182,2025-01-19
PERP.PA,1.76292264111947,2025-01-26
ESSITYb.ST,3.62048637197609,2022-01-02
ESSITYb.ST,3.59474831719901,2022-01-09
ESSITYb.ST,3.40845382547919,2022-01-16
ESSITYb.ST,3.32756279617979,2022-01-23
ESSITYb.ST,3.23318992866382,2022-01-30
ESSITYb.ST,3.20009814395043,2022-02-06
ESSITYb.ST,3.30550160637086,2022-02-13
ESSITYb.ST,3.23318992866382,2022-02-20
ESSITYb.ST,3.09592030318606,2022-02-27
ESSITYb.ST,2.66513367618623,2022-03-06
ESSITYb.ST,2.69563256508624,2022-03-13
ESSITYb.ST,2.72261235142088,2022-03-20
ESSITYb.ST,2.49973585561305,2022-03-27
ESSITYb.ST,2.6627876078093,2022-04-03
ESSITYb.ST,2.7061898727824,2022-04-10
ESSITYb.ST,2.69563256508624,2022-04-17
ESSITYb.ST,3.10032936010572,2022-04-24
ESSITYb.ST,3.07450799003741,2022-05-01
ESSITYb.ST,2.98027019723933,2022-05-08
ESSITYb.ST,3.12869472089631,2022-05-15
ESSITYb.ST,2.99793978338897,2022-05-22
ESSITYb.ST,2.99087194892911,2022-05-29
ESSITYb.ST,3.04388070737803,2022-06-05
ESSITYb.ST,3.04623665219799,2022-06-12
ESSITYb.ST,3.05330448665784,2022-06-19
ESSITYb.ST,3.08864365895712,2022-06-26
ESSITYb.ST,3.24060209984403,2022-07-03
ESSITYb.ST,3.2323562929742,2022-07-10
ESSITYb.ST,3.21822062405449,2022-07-17
ESSITYb.ST,2.67670141406003,2022-07-24
ESSITYb.ST,2.71138187996658,2022-07-31
ESSITYb.ST,2.70507634071084,2022-08-07
ESSITYb.ST,2.70717818712942,2022-08-14
ESSITYb.ST,2.784946505,2022-08-21
ESSITYb.ST,2.59472940373546,2022-08-28
ESSITYb.ST,2.45495661689997,2022-09-04
ESSITYb.ST,2.43288723,2022-09-11
ESSITYb.ST,2.45075292406281,2022-09-18
ESSITYb.ST,2.32148936932022,2022-09-25
ESSITYb.ST,2.32043844611093,2022-10-02
ESSITYb.ST,2.34250783350601,2022-10-09
ESSITYb.ST,2.40766507248195,2022-10-16
ESSITYb.ST,2.33830414066885,2022-10-23
ESSITYb.ST,2.20629658202015,2022-10-30
ESSITYb.ST,2.19490924482262,2022-11-06
ESSITYb.ST,2.27082482613945,2022-11-13
ESSITYb.ST,2.353383021,2022-11-20
ESSITYb.ST,2.47295006139548,2022-11-27
ESSITYb.ST,2.5203972997185,2022-12-04
ESSITYb.ST,2.53842725028124,2022-12-11
ESSITYb.ST,2.5896702676701,2022-12-18
ESSITYb.ST,2.61529177636453,2022-12-25
ESSITYb.ST,2.59346604673594,2023-01-01
ESSITYb.ST,2.68646263384904,2023-01-08
ESSITYb.ST,2.73485881693852,2023-01-15
ESSITYb.ST,2.73960354077082,2023-01-22
ESSITYb.ST,2.53558041598186,2023-01-29
ESSITYb.ST,2.62573016879559,2023-02-05
ESSITYb.ST,2.56879348280797,2023-02-12
ESSITYb.ST,2.65704534608878,2023-02-19
ESSITYb.ST,2.69690102628011,2023-02-26
ESSITYb.ST,2.97222715008909,2023-03-05
ESSITYb.ST,2.88462466566541,2023-03-12
ESSITYb.ST,2.95032652898317,2023-03-19
ESSITYb.ST,3.09215912281198,2023-03-26
ESSITYb.ST,3.09111623609265,2023-04-02
ESSITYb.ST,3.18601892755164,2023-04-09
ESSITYb.ST,3.18706181427097,2023-04-16
ESSITYb.ST,3.21000532209622,2023-04-23
ESSITYb.ST,3.390265227652,2023-04-30
ESSITYb.ST,3.39244756767623,2023-05-07
ESSITYb.ST,3.31715683684006,2023-05-14
ESSITYb.ST,3.390265227652,2023-05-21
ESSITYb.ST,3.24295727601601,2023-05-28
ESSITYb.ST,3.19712813550704,2023-06-04
